CVEGEO,state_num,state_name,own_capital,capital_cvegeo,dist_cap_own,dist_capmun_own,dist_cap_nearest,nearest_cap,nearest_cap_state,same_state_cap,is_capital,near_own_cap,excess_dist_own_cap,log_dist_cap_own,n_caps_100km,n_caps_200km
07052,07,Chiapas,Tuxtla Gutiérrez,07101,151.3055363409461,154.52004283040193,151.3055363409461,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,5.025888610789634,0,1
07026,07,Chiapas,Tuxtla Gutiérrez,07101,60.976808241660166,64.92781305587991,60.976808241660166,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,4.126760254448583,1,2
07083,07,Chiapas,Tuxtla Gutiérrez,07101,105.74702691146648,107.58885392523639,105.74702691146648,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,4.670461800774439,0,1
07084,07,Chiapas,Tuxtla Gutiérrez,07101,71.15718561930461,73.16507837973911,67.11511072628213,Villahermosa,Tabasco,FALSE,FALSE,FALSE,4.0420748930224875,4.278846873044003,2,2
07089,07,Chiapas,Tuxtla Gutiérrez,07101,219.4094443663709,219.61438560780056,219.4094443663709,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,5.395486927387772,0,0
07068,07,Chiapas,Tuxtla Gutiérrez,07101,86.84792028861642,87.88811588772596,58.273673983518286,Villahermosa,Tabasco,FALSE,FALSE,FALSE,28.574246305098136,4.475607140916534,2,2
07027,07,Chiapas,Tuxtla Gutiérrez,07101,21.1240987574601,22.74073846358328,21.1240987574601,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,TRUE,0,3.0966674559382388,1,2
07048,07,Chiapas,Tuxtla Gutiérrez,07101,105.4295912625386,106.55138840128492,42.62088733013561,Villahermosa,Tabasco,FALSE,FALSE,FALSE,62.808703932402985,4.6674836516109135,1,2
07046,07,Chiapas,Tuxtla Gutiérrez,07101,65.98783107228753,62.03874110269045,65.98783107228753,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,4.204510977108252,1,2
07105,07,Chiapas,Tuxtla Gutiérrez,07101,216.41097473026838,217.0823023039183,216.41097473026838,Tuxtla Gutiérrez,Chiapas,TRUE,FALSE,FALSE,0,5.381789455152914,0,0
07100,07,Chiapas,Tuxtla Gutiérrez,07101,107.65934991064698,111.49919742875309,103.34897360235237,Villahermosa,Tabasco,FALSE,FALSE,FALSE,4.310376308294607,4.688217758321079,0,2
