municipio,CVEGEO,tdpa_mean,no_tdpa_mean,punto_generador_count,no_punto_generador_count,m_mean,no_m_mean,a_mean,no_a_mean,b_mean,no_b_mean,c2_mean,no_c2_mean,c3_mean,no_c3_mean,t3s2_mean,no_t3s2_mean,t3s3_mean,no_t3s3_mean,t3s2r4_mean,no_t3s2r4_mean,otros_mean,no_otros_mean,aa_mean,no_aa_mean,bb_mean,no_bb_mean,cc_mean,no_cc_mean
Guachinango,14038,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Guadalajara,14039,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Hostotipaquillo,14040,6000.894736842105,0,2.0,0,0.5,0,61.11578947368421,0,8.889473684210527,0,3.3263157894736843,0,4.889473684210526,0,14.073684210526315,0,2.3210526315789473,0,3.6736842105263157,0,1.2105263157894737,0,61.61578947368421,0,8.889473684210527,0,29.49473684210526,0
Huejúcar,14041,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Huejuquilla el Alto,14042,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
La Huerta,14043,2640.4489795918366,0,3.0,0,8.23469387755102,0,78.66122448979593,0,1.920408163265306,0,6.022448979591837,0,1.5714285714285714,0,1.8591836734693876,0,0.8836734693877552,0,0.45918367346938777,0,0.3877551020408163,0,86.89591836734694,0,1.920408163265306,0,11.183673469387756,0
Ixtlahuacán de los Membrillos,14044,11542.088235294117,0,5.0,0,1.7431372549019608,0,70.44803921568628,0,2.697058823529412,0,6.700980392156863,0,3.1519607843137254,0,8.437254901960785,0,2.574509803921569,0,3.4431372549019605,0,0.803921568627451,0,72.19117647058823,0,2.697058823529412,0,25.111764705882354,0
Ixtlahuacán del Río,14045,4682.896551724138,0,2.0,0,3.317241379310345,0,81.48620689655172,0,1.193103448275862,0,9.486206896551725,0,1.610344827586207,0,1.9413793103448278,0,0.606896551724138,0,0.12758620689655173,0,0.2310344827586207,0,84.80344827586208,0,1.193103448275862,0,14.00344827586207,0
Jalostotitlán,14046,6716.916666666667,0,7.0,0,2.0416666666666665,0,67.15833333333333,0,3.419047619047619,0,7.2714285714285705,0,3.6476190476190475,0,9.551190476190476,0,2.461904761904762,0,3.744047619047619,0,0.7047619047619048,0,69.2,0,3.419047619047619,0,27.38095238095238,0
Jamay,14047,13855.1875,0,1.0,0,4.50625,0,71.8375,0,2.40625,0,8.88125,0,2.8125,0,6.40625,0,2.0,0,0.475,0,0.675,0,76.34375,0,2.40625,0,21.25,0
Jesús María,14048,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Jilotlán de los Dolores,14049,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Jocotepec,14050,7522.05,0,2.0,0,4.7524999999999995,0,84.53999999999999,0,0.8800000000000001,0,6.56,0,0.8300000000000001,0,1.4975,0,0.54,0,0.145,0,0.255,0,89.29249999999999,0,0.8800000000000001,0,9.8275,0
Juanacatlán,14051,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Juchitlán,14052,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Lagos de Moreno,14053,6841.532828282829,0,10.0,0,4.663131313131313,0,64.03712121212122,0,3.9593434343434346,0,7.693686868686868,0,3.1505050505050503,0,9.625,0,2.092171717171717,0,4.1068181818181815,0,0.6722222222222222,0,68.70025252525252,0,3.9593434343434346,0,27.34040404040404,0
El Limón,14054,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Magdalena,14055,5023.722826086957,0,6.0,0,1.7945652173913043,0,66.11684782608695,0,5.467934782608696,0,8.409782608695652,0,2.504891304347826,0,10.119021739130435,0,1.8092391304347826,0,3.1467391304347827,0,0.6309782608695652,0,67.91141304347826,0,5.467934782608696,0,26.620652173913044,0
Santa María del Oro,14056,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
La Manzanilla de la Paz,14057,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Mascota,14058,3650.2631578947367,0,1.0,0,4.136842105263158,0,80.0578947368421,0,0.9578947368421052,0,11.573684210526316,0,1.5368421052631578,0,1.1263157894736842,0,0.33157894736842103,0,0.1368421052631579,0,0.14210526315789473,0,84.19473684210527,0,0.9578947368421052,0,14.847368421052632,0
Mazamitla,14059,4263.346153846154,0,3.0,0,3.6358974358974363,0,81.97692307692307,0,0.9653846153846154,0,6.95,0,1.9692307692307691,0,3.0538461538461537,0,0.7282051282051283,0,0.24230769230769234,0,0.47820512820512817,0,85.61282051282052,0,0.9653846153846154,0,13.421794871794873,0
Mexticacán,14060,1143.2142857142858,0,2.0,0,2.5785714285714287,0,82.96785714285714,0,0.8892857142857142,0,9.914285714285715,0,2.0142857142857142,0,0.9678571428571429,0,0.49642857142857144,0,0.07857142857142858,0,0.09285714285714286,0,85.54642857142858,0,0.8892857142857142,0,13.564285714285715,0
Mezquitic,14061,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Mixtlán,14062,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Ocotlán,14063,8318.254901960785,0,4.0,0,1.4941176470588236,0,63.31372549019608,0,6.313725490196078,0,6.125490196078431,0,3.744117647058823,0,11.169607843137255,0,2.288235294117647,0,4.587254901960784,0,0.9637254901960784,0,64.80784313725489,0,6.313725490196078,0,28.87843137254902,0
Ojuelos de Jalisco,14064,4359.068965517241,0,4.0,0,3.0232758620689655,0,68.30603448275862,0,3.067241379310345,0,9.189655172413794,0,2.86551724137931,0,7.637931034482759,0,2.7491379310344826,0,2.5612068965517243,0,0.6,0,71.32931034482759,0,3.067241379310345,0,25.603448275862068,0
Pihuamo,14065,2663.4,0,1.0,0,4.6899999999999995,0,80.51,0,1.02,0,8.07,0,3.39,0,1.37,0,0.61,0,0.04000000000000001,0,0.3,0,85.2,0,1.02,0,13.78,0
Poncitlán,14066,10089.535714285714,0,2.0,0,3.9785714285714286,0,74.68928571428572,0,2.9285714285714284,0,6.446428571428571,0,2.5785714285714287,0,6.410714285714286,0,1.9285714285714286,0,0.41428571428571426,0,0.625,0,78.66785714285713,0,2.9285714285714284,0,18.40357142857143,0
Puerto Vallarta,14067,17554.590604026846,0,4.0,0,4.075838926174496,0,86.01879194630872,0,1.7134228187919465,0,5.395973154362416,0,0.6093959731543624,0,0.8006711409395973,0,0.8093959731543624,0,0.2758389261744967,0,0.3006711409395973,0,90.09463087248322,0,1.7134228187919465,0,8.191946308724832,0
Villa Purificación,14068,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Quitupan,14069,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
El Salto,14070,78280.4375,0,1.0,0,1.26875,0,85.15,0,1.2,0,4.99375,0,1.3875,0,2.36875,0,2.0875,0,0.7875,0,0.75625,0,86.41875,0,1.2,0,12.38125,0
San Cristóbal de la Barranca,14071,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Diego de Alejandría,14072,4399.315789473684,0,1.0,0,2.6,0,80.93684210526315,0,1.3368421052631578,0,8.700000000000001,0,2.8105263157894735,0,2.2263157894736842,0,0.8157894736842105,0,0.2947368421052632,0,0.2789473684210526,0,83.53684210526316,0,1.3368421052631578,0,15.126315789473683,0
San Juan de los Lagos,14073,7451.188679245283,0,6.0,0,3.056603773584906,0,64.2811320754717,0,4.69811320754717,0,6.74245283018868,0,3.5867924528301884,0,10.016981132075472,0,2.8716981132075468,0,4.05188679245283,0,0.6943396226415094,0,67.3377358490566,0,4.69811320754717,0,27.964150943396223,0
San Julián,14074,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Marcos,14075,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Martín de Bolaños,14076,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Martín Hidalgo,14077,3889.9444444444443,0,2.0,0,3.883333333333333,0,82.97777777777777,0,1.1833333333333333,0,7.827777777777778,0,2.011111111111111,0,1.0666666666666667,0,0.5055555555555556,0,0.2777777777777778,0,0.26666666666666666,0,86.86111111111111,0,1.1833333333333333,0,11.955555555555556,0
San Miguel el Alto,14078,5256.678571428572,0,2.0,0,3.289285714285714,0,75.96785714285714,0,1.9357142857142855,0,10.964285714285714,0,3.6607142857142856,0,2.257142857142857,0,1.1928571428571428,0,0.44642857142857145,0,0.2857142857142857,0,79.25714285714285,0,1.9357142857142855,0,18.807142857142857,0
Gómez Farías,14079,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Sebastián del Oeste,14080,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Santa María de los Ángeles,14081,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Sayula,14082,6676.184615384615,0,2.0,0,1.78,0,73.44307692307693,0,3.5430769230769235,0,6.549230769230769,0,3.076923076923077,0,4.733846153846153,0,2.0615384615384613,0,4.218461538461538,0,0.5938461538461539,0,75.22307692307692,0,3.5430769230769235,0,21.233846153846155,0
Tala,14083,8522.468085106382,0,4.0,0,3.653191489361702,0,75.16808510638297,0,2.2127659574468086,0,7.225531914893618,0,3.1021276595744682,0,5.1553191489361705,0,1.7170212765957447,0,1.3170212765957447,0,0.448936170212766,0,78.82127659574468,0,2.2127659574468086,0,18.96595744680851,0
Talpa de Allende,14084,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tamazula de Gordiano,14085,7221.066666666667,0,2.0,0,7.359999999999999,0,76.92,0,1.1666666666666667,0,5.613333333333333,0,3.006666666666667,0,3.466666666666667,0,1.3066666666666669,0,0.54,0,0.62,0,84.28,0,1.1666666666666667,0,14.553333333333333,0
Tapalpa,14086,5971.111111111111,0,1.0,0,5.522222222222222,0,82.64444444444445,0,1.5777777777777777,0,6.0,0,1.088888888888889,0,2.033333333333333,0,0.35555555555555557,0,0.14444444444444446,0,0.6333333333333333,0,88.16666666666667,0,1.5777777777777777,0,10.255555555555555,0
Tecalitlán,14087,2241.222222222222,0,3.0,0,4.015873015873016,0,79.73015873015873,0,1.3333333333333333,0,9.792063492063491,0,2.719047619047619,0,1.1063492063492064,0,0.8666666666666667,0,0.1111111111111111,0,0.3253968253968254,0,83.74603174603175,0,1.3333333333333333,0,14.920634920634921,0
Tecolotlán,14088,5192.3,0,1.0,0,2.83,0,79.69,0,2.73,0,6.959999999999999,0,2.96,0,2.4099999999999997,0,1.2,0,0.61,0,0.61,0,82.52000000000001,0,2.73,0,14.75,0
Techaluta de Montenegro,14089,4192.444444444444,0,2.0,0,3.022222222222222,0,78.1888888888889,0,2.0166666666666666,0,7.072222222222222,0,2.727777777777778,0,3.75,0,1.6388888888888888,0,0.8944444444444445,0,0.6888888888888889,0,81.21111111111111,0,2.0166666666666666,0,16.772222222222222,0
Tenamaxtlán,14090,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Teocaltiche,14091,3449.089285714286,0,1.0,0,3.319642857142857,0,84.0375,0,1.5857142857142856,0,7.414285714285714,0,1.3910714285714287,0,1.2910714285714284,0,0.6821428571428572,0,0.13571428571428573,0,0.14285714285714285,0,87.35714285714286,0,1.5857142857142856,0,11.057142857142859,0
Teocuitatlán de Corona,14092,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tepatitlán de Morelos,14093,6958.1783783783785,0,11.0,0,1.7600000000000002,0,72.01621621621622,0,3.442162162162162,0,7.302162162162163,0,3.0616216216216214,0,7.127567567567567,0,1.7227027027027026,0,3.0010810810810815,0,0.5664864864864865,0,73.77621621621621,0,3.442162162162162,0,22.781621621621625,0
Tequila,14094,7753.5,0,1.0,0,4.15,0,75.97,0,1.78,0,8.9,0,2.38,0,4.3100000000000005,0,1.3199999999999998,0,0.32,0,0.8699999999999999,0,80.12,0,1.78,0,18.1,0
Teuchitlán,14095,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tizapán el Alto,14096,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tlajomulco de Zúñiga,14097,26241.267045454544,0,7.0,0,2.5948863636363635,0,78.62045454545455,0,2.069318181818182,0,5.660795454545454,0,2.2363636363636363,0,4.5204545454545455,0,1.8943181818181818,0,1.8221590909090908,0,0.5812499999999999,0,81.21534090909091,0,2.069318181818182,0,16.71534090909091,0
San Pedro Tlaquepaque,14098,60742.25,0,1.0,0,0.8,0,81.125,0,3.4499999999999997,0,4.425,0,2.9000000000000004,0,3.05,0,2.675,0,1.0,0,0.575,0,81.925,0,3.4499999999999997,0,14.625,0
Tolimán,14099,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tomatlán,14100,2654.2678571428573,0,3.0,0,7.496428571428572,0,77.91607142857143,0,1.4285714285714286,0,7.9750000000000005,0,2.1464285714285714,0,1.717857142857143,0,0.7392857142857142,0,0.24464285714285713,0,0.33571428571428574,0,85.41250000000001,0,1.4285714285714286,0,13.158928571428572,0
Tonalá,14101,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tonaya,14102,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tonila,14103,5327.1,0,3.0,0,0.445,0,58.565,0,3.245,0,4.994999999999999,0,4.8950000000000005,0,9.575,0,4.225,0,9.405,0,4.65,0,59.010000000000005,0,3.245,0,37.745,0
Totatiche,14104,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tototlán,14105,9434.666666666666,0,2.0,0,4.041025641025641,0,76.07692307692308,0,1.8333333333333333,0,8.653846153846153,0,3.4025641025641025,0,3.7564102564102564,0,1.3974358974358974,0,0.3666666666666667,0,0.4717948717948718,0,80.11794871794872,0,1.8333333333333333,0,18.048717948717947,0
Tuxcacuesco,14106,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Tuxcueca,14107,3953.862068965517,0,2.0,0,1.5620689655172413,0,78.2103448275862,0,1.9448275862068964,0,7.389655172413793,0,2.810344827586207,0,4.041379310344828,0,1.8275862068965518,0,1.6482758620689655,0,0.5655172413793104,0,79.77241379310345,0,1.9448275862068964,0,18.282758620689656,0
Tuxpan,14108,5234.390449438202,0,18.0,0,4.740449438202247,0,77.99466292134831,0,2.184831460674157,0,7.506460674157304,0,2.061797752808989,0,2.756179775280899,0,1.371067415730337,0,0.9179775280898876,0,0.4665730337078651,0,82.73511235955057,0,2.184831460674157,0,15.080056179775282,0
Unión de San Antonio,14109,5563.823529411765,0,2.0,0,3.323529411764706,0,65.89411764705882,0,4.0058823529411764,0,8.076470588235296,0,3.3352941176470585,0,9.505882352941176,0,1.6882352941176473,0,3.1882352941176473,0,0.9823529411764705,0,69.21764705882353,0,4.0058823529411764,0,26.776470588235295,0
Unión de Tula,14110,4236.8421052631575,0,2.0,0,2.0894736842105264,0,83.44736842105263,0,1.8789473684210527,0,8.1,0,1.8263157894736843,0,1.5473684210526315,0,0.7789473684210526,0,0.15789473684210525,0,0.1736842105263158,0,85.53684210526316,0,1.8789473684210527,0,12.58421052631579,0
Valle de Guadalupe,14111,5357.285714285715,0,6.0,0,4.135714285714285,0,70.33928571428571,0,2.925,0,7.389285714285714,0,4.428571428571429,0,6.067857142857143,0,2.7357142857142853,0,1.4892857142857143,0,0.48928571428571427,0,74.47500000000001,0,2.925,0,22.599999999999998,0
Valle de Juárez,14112,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
San Gabriel,14113,2537.037037037037,0,2.0,0,6.033333333333333,0,77.84444444444445,0,2.3518518518518516,0,7.522222222222222,0,2.8777777777777778,0,1.8259259259259257,0,0.6518518518518519,0,0.4222222222222222,0,0.4703703703703704,0,83.87777777777777,0,2.3518518518518516,0,13.77037037037037,0
Villa Corona,14114,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Villa Guerrero,14115,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Villa Hidalgo,14116,8405.314960629921,0,11.0,0,2.069291338582677,0,61.48582677165354,0,3.65748031496063,0,8.148818897637796,0,2.1976377952755906,0,15.734645669291337,0,2.6543307086614174,0,3.5078740157480315,0,0.5440944881889763,0,63.55511811023622,0,3.65748031496063,0,32.78740157480315,0
Cañadas de Obregón,14117,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Yahualica de González Gallo,14118,1763.9787234042553,0,2.0,0,5.840425531914893,0,86.15531914893617,0,0.9510638297872341,0,5.091489361702128,0,0.9638297872340424,0,0.44468085106382976,0,0.33404255319148934,0,0.0851063829787234,0,0.1340425531914894,0,91.99574468085106,0,0.9510638297872341,0,7.053191489361702,0
Zacoalco de Torres,14119,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Zapopan,14120,16864.286516853932,0,12.0,0,3.2126404494382026,0,80.99438202247191,0,2.0407303370786516,0,7.144101123595506,0,1.3280898876404494,0,2.7103932584269663,0,1.3867977528089888,0,0.7778089887640449,0,0.40505617977528086,0,84.20702247191011,0,2.0407303370786516,0,13.752247191011236,0
Zapotiltic,14121,5061.271929824561,0,6.0,0,4.583333333333333,0,78.55438596491229,0,1.5289473684210528,0,6.784210526315789,0,3.4473684210526314,0,2.694736842105263,0,1.3587719298245615,0,0.5271929824561403,0,0.5210526315789473,0,83.13771929824561,0,1.5289473684210528,0,15.333333333333334,0
Zapotitlán de Vadillo,14122,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Zapotlán del Rey,14123,7257.0,0,1.0,0,0.71,0,61.82000000000001,0,7.43,0,6.45,0,2.81,0,12.53,0,2.2199999999999998,0,5.0600000000000005,0,0.97,0,62.529999999999994,0,7.43,0,30.04,0
Zapotlanejo,14124,9776.53,0,14.0,0,6.777666666666667,0,69.46533333333333,0,3.610333333333333,0,6.063000000000001,0,2.4673333333333334,0,6.466,0,1.92,0,2.587,0,0.6433333333333333,0,76.24300000000001,0,3.610333333333333,0,20.14666666666667,0
San Ignacio Cerro Gordo,14125,5966.333333333333,0,1.0,0,3.1166666666666667,0,76.42777777777778,0,2.033333333333333,0,7.022222222222222,0,4.288888888888889,0,4.25,0,1.4222222222222223,0,0.9055555555555556,0,0.5333333333333333,0,79.54444444444444,0,2.033333333333333,0,18.422222222222224,0
No Especificado,14998,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Acambay de Ruíz Castañeda,15001,5410.75,0,5.0,0,1.7744791666666666,0,68.16354166666666,0,5.036458333333333,0,5.634895833333334,0,3.0375,0,10.324479166666666,0,2.1166666666666667,0,3.248958333333333,0,0.6630208333333333,0,69.93802083333334,0,5.036458333333333,0,25.02552083333333,0
Acolman,15002,12413.05625,0,6.0,0,4.9475,0,82.865625,0,1.686875,0,4.6674999999999995,0,1.3856249999999999,0,2.428125,0,0.965625,0,0.608125,0,0.445,0,87.813125,0,1.686875,0,10.5,0
Aculco,15003,16821.916666666668,0,3.0,0,2.9458333333333333,0,68.11041666666667,0,4.039583333333334,0,6.716666666666666,0,2.872916666666667,0,10.793750000000001,0,1.7895833333333335,0,2.1395833333333334,0,0.5916666666666667,0,71.05624999999999,0,4.039583333333334,0,24.90416666666667,0
Almoloya de Alquisiras,15004,4007.1666666666665,0,2.0,0,3.6666666666666665,0,88.83333333333333,0,0.8250000000000001,0,3.4749999999999996,0,0.45,0,1.7416666666666665,0,0.6583333333333333,0,0.10833333333333334,0,0.24166666666666667,0,92.5,0,0.8250000000000001,0,6.675,0
Almoloya de Juárez,15005,15227.166666666666,0,7.0,0,1.6376811594202898,0,87.80144927536232,0,1.5521739130434782,0,4.293478260869565,0,1.1355072463768114,0,2.2115942028985507,0,0.6847826086956522,0,0.29927536231884055,0,0.38405797101449274,0,89.43913043478261,0,1.5521739130434782,0,9.008695652173913,0
Almoloya del Río,15006,3084.0,0,1.0,0,2.4,0,85.5,0,1.0,0,6.3,0,1.05,0,1.95,0,0.75,0,0.6000000000000001,0,0.44999999999999996,0,87.9,0,1.0,0,11.100000000000001,0
Amanalco,15007,2022.8,0,1.0,0,1.3900000000000001,0,91.28999999999999,0,0.4,0,5.51,0,0.65,0,0.44000000000000006,0,0.27,0,0.0,0,0.05,0,92.67999999999999,0,0.4,0,6.92,0
Amatepec,15008,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Amecameca,15009,7822.405555555555,0,8.0,0,3.3988888888888886,0,83.39611111111111,0,1.2377777777777779,0,8.06,0,1.1766666666666667,0,1.5766666666666667,0,0.5477777777777777,0,0.3844444444444445,0,0.22166666666666665,0,86.795,0,1.2377777777777779,0,11.967222222222222,0
Apaxco,15010,5871.133333333333,0,2.0,0,5.821666666666667,0,77.46000000000001,0,2.4466666666666668,0,7.796666666666667,0,2.1599999999999997,0,2.1966666666666668,0,1.3866666666666667,0,0.4083333333333333,0,0.32333333333333336,0,83.28166666666667,0,2.4466666666666668,0,14.271666666666667,0
Atenco,15011,32725.25,0,1.0,0,3.5200000000000005,0,83.14500000000001,0,1.165,0,4.6450000000000005,0,1.905,0,3.34,0,1.3,0,0.585,0,0.39499999999999996,0,86.66499999999999,0,1.165,0,12.17,0
Atizapán,15012,2731.1111111111113,0,2.0,0,2.6222222222222222,0,88.23333333333333,0,1.1,0,3.3666666666666667,0,0.9833333333333333,0,1.5,0,0.8,0,0.55,0,0.8444444444444444,0,90.85555555555555,0,1.1,0,8.044444444444444,0
Atizapán de Zaragoza,15013,25762.075,0,1.0,0,1.6149999999999998,0,83.67,0,2.0125,0,4.4875,0,1.5875,0,4.2075000000000005,0,1.0825,0,0.6849999999999999,0,0.6525000000000001,0,85.285,0,2.0125,0,12.7025,0
Atlacomulco,15014,12820.684684684684,0,6.0,0,1.3148648648648649,0,79.89054054054054,0,3.380630630630631,0,5.93963963963964,0,1.587837837837838,0,4.487387387387388,0,1.4351351351351351,0,1.3797297297297297,0,0.5842342342342342,0,81.2054054054054,0,3.380630630630631,0,15.413963963963964,0
Atlautla,15015,15091.85,0,2.0,0,3.495,0,82.6875,0,1.3775,0,9.022499999999999,0,0.97,0,1.5950000000000002,0,0.4425,0,0.24,0,0.16999999999999998,0,86.1825,0,1.3775,0,12.44,0
Axapusco,15016,7628.1150793650795,0,6.0,0,1.9003968253968253,0,69.1718253968254,0,3.7880952380952384,0,6.876587301587302,0,2.4801587301587302,0,9.342063492063492,0,2.4424603174603177,0,3.399603174603175,0,0.5988095238095238,0,71.07222222222222,0,3.7880952380952384,0,25.13968253968254,0
Ayapango,15017,9372.607142857143,0,3.0,0,3.3464285714285715,0,85.08571428571429,0,1.2750000000000001,0,5.692857142857143,0,1.4285714285714286,0,1.95,0,0.5607142857142857,0,0.3392857142857143,0,0.32142857142857145,0,88.43214285714285,0,1.2750000000000001,0,10.292857142857143,0
Calimaya,15018,33571.72972972973,0,2.0,0,1.0405405405405406,0,88.69459459459459,0,0.7378378378378379,0,5.197297297297298,0,1.3324324324324324,0,1.4054054054054055,0,1.0729729729729731,0,0.22702702702702704,0,0.2918918918918919,0,89.73513513513512,0,0.7378378378378379,0,9.527027027027026,0
Capulhuac,15019,5731.64,0,3.0,0,3.552,0,82.57799999999999,0,2.884,0,8.76,0,0.682,0,0.732,0,0.37,0,0.21600000000000003,0,0.226,0,86.13,0,2.884,0,10.985999999999999,0
Coacalco de Berriozábal,15020,29408.525,0,2.0,0,3.3049999999999997,0,86.50750000000001,0,1.3425,0,3.6625,0,1.0425,0,1.7175,0,1.1800000000000002,0,0.655,0,0.5875,0,89.8125,0,1.3425,0,8.845,0
Coatepec Harinas,15021,4297.076923076923,0,2.0,0,6.588461538461539,0,84.71538461538461,0,0.6538461538461539,0,5.334615384615384,0,0.5923076923076923,0,1.0846153846153845,0,0.4,0,0.19615384615384615,0,0.4346153846153846,0,91.30384615384615,0,0.6538461538461539,0,8.042307692307691,0
