municipio,CVEGEO,tdpa_mean,no_tdpa_mean,punto_generador_count,no_punto_generador_count,m_mean,no_m_mean,a_mean,no_a_mean,b_mean,no_b_mean,c2_mean,no_c2_mean,c3_mean,no_c3_mean,t3s2_mean,no_t3s2_mean,t3s3_mean,no_t3s3_mean,t3s2r4_mean,no_t3s2r4_mean,otros_mean,no_otros_mean,aa_mean,no_aa_mean,bb_mean,no_bb_mean,cc_mean,no_cc_mean
Abasolo,05001,9443.58064516129,0,5.0,0,1.636021505376344,0,67.75698924731182,0,3.8096774193548386,0,10.224193548387097,0,3.764516129032258,0,7.797311827956989,0,2.3209677419354837,0,2.110215053763441,0,0.5801075268817205,0,69.39301075268817,0,3.8096774193548386,0,26.79731182795699,0
Acuña,05002,6256.2,0,6.0,0,1.4269999999999998,0,81.128,0,2.841,0,10.867,0,1.3130000000000002,0,1.403,0,0.653,0,0.171,0,0.19699999999999998,0,82.555,0,2.841,0,14.604000000000001,0
Allende,05003,6689.094936708861,0,8.0,0,1.7063291139240508,0,76.72721518987342,0,2.008227848101266,0,9.676582278481014,0,1.8291139240506329,0,4.332278481012659,0,1.5563291139240507,0,1.7227848101265821,0,0.44113924050632913,0,78.43354430379746,0,2.008227848101266,0,19.558227848101264,0
Arteaga,05004,6077.751572327044,0,13.0,0,2.2946540880503146,0,64.40345911949686,0,3.233647798742138,0,8.327044025157234,0,2.127672955974843,0,13.966666666666665,0,2.0823899371069183,0,2.7676100628930818,0,0.7968553459119497,0,66.69811320754717,0,3.233647798742138,0,30.068238993710693,0
Candela,05005,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Castaños,05006,6227.496062992126,0,7.0,0,1.7511811023622048,0,67.43307086614173,0,3.130708661417323,0,7.350393700787402,0,2.600787401574803,0,8.61259842519685,0,4.693700787401575,0,3.574015748031496,0,0.8535433070866142,0,69.18425196850393,0,3.130708661417323,0,27.68503937007874,0
Cuatro Ciénegas,05007,1262.578947368421,0,1.0,0,2.068421052631579,0,75.13684210526316,0,2.289473684210526,0,11.094736842105263,0,1.8105263157894735,0,4.11578947368421,0,1.5473684210526315,0,1.563157894736842,0,0.3736842105263158,0,77.20526315789475,0,2.289473684210526,0,20.50526315789474,0
Escobedo,05008,1531.4285714285713,0,2.0,0,1.7,0,76.07857142857142,0,2.8214285714285716,0,11.1,0,1.8571428571428572,0,4.171428571428572,0,0.6785714285714286,0,1.2785714285714285,0,0.31428571428571433,0,77.77857142857144,0,2.8214285714285716,0,19.400000000000002,0
Francisco I. Madero,05009,7113.9807692307695,0,2.0,0,3.7660377358490567,0,80.95283018867924,0,1.649056603773585,0,7.749056603773584,0,1.6867924528301887,0,2.3905660377358493,0,0.9320754716981132,0,0.5188679245283019,0,0.3547169811320755,0,84.71886792452831,0,1.649056603773585,0,13.632075471698114,0
Frontera,05010,8582.111111111111,0,2.0,0,1.5027777777777778,0,85.375,0,2.013888888888889,0,7.38611111111111,0,1.025,0,1.3583333333333334,0,0.6916666666666667,0,0.4166666666666667,0,0.23055555555555557,0,86.87777777777778,0,2.013888888888889,0,11.108333333333333,0
General Cepeda,05011,1878.5,0,4.0,0,1.3975,0,66.4075,0,3.1375,0,16.6175,0,1.8625,0,6.8637500000000005,0,2.2675,0,1.145,0,0.30125,0,67.80499999999999,0,3.1375,0,29.057499999999997,0
Guerrero,05012,2017.4624505928855,0,11.0,0,1.6632411067193675,0,64.28932806324111,0,2.5525691699604742,0,15.767588932806323,0,2.7375494071146247,0,8.623320158102766,0,1.2608695652173914,0,2.677865612648221,0,0.42766798418972335,0,65.95256916996047,0,2.5525691699604742,0,31.49486166007905,0
Hidalgo,05013,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Jiménez,05014,3092.9857142857145,0,15.0,0,2.396140350877193,0,50.705964912280706,0,5.975087719298246,0,8.524912280701754,0,2.5526315789473686,0,19.647368421052633,0,4.306315789473684,0,4.889473684210526,0,1.0021052631578948,0,53.102105263157895,0,5.975087719298246,0,40.92280701754386,0
Juárez,05015,11121.94578313253,0,18.0,0,2.956024096385542,0,79.14126506024097,0,2.295783132530121,0,8.681325301204819,0,1.5265060240963855,0,3.433734939759036,0,0.9740963855421686,0,0.6210843373493976,0,0.3701807228915663,0,82.0972891566265,0,2.295783132530121,0,15.606927710843374,0
Lamadrid,05016,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Matamoros,05017,5863.557457212714,0,20.0,0,3.540875912408759,0,75.41338199513382,0,2.4004866180048663,0,8.919951338199514,0,1.8647201946472018,0,4.296593673965937,0,1.4737226277372264,0,1.6204379562043796,0,0.4698296836982968,0,78.95425790754258,0,2.4004866180048663,0,18.645255474452554,0
Monclova,05018,11829.70634920635,0,4.0,0,2.5753968253968256,0,80.28174603174604,0,1.9801587301587302,0,9.626984126984127,0,1.319047619047619,0,2.1714285714285717,0,0.9746031746031746,0,0.7420634920634921,0,0.32857142857142857,0,82.85714285714286,0,1.9801587301587302,0,15.162698412698413,0
Morelos,05019,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
Múzquiz,05020,2759.75,0,4.0,0,1.7293478260869564,0,73.79021739130435,0,2.0586956521739133,0,13.52608695652174,0,2.342391304347826,0,3.1956521739130435,0,2.157608695652174,0,0.7673913043478262,0,0.43260869565217386,0,75.5195652173913,0,2.0586956521739133,0,22.421739130434784,0
Nadadores,05021,2314.1111111111113,0,1.0,0,1.7666666666666666,0,81.77777777777777,0,2.227777777777778,0,7.3500000000000005,0,1.511111111111111,0,2.8333333333333335,0,1.1222222222222222,0,1.1055555555555554,0,0.3055555555555556,0,83.54444444444444,0,2.227777777777778,0,14.22777777777778,0
Nava,05022,5358.964285714285,0,3.0,0,1.4342857142857144,0,76.28857142857143,0,1.9314285714285713,0,10.865714285714287,0,2.082857142857143,0,4.855714285714285,0,1.2428571428571429,0,0.8814285714285715,0,0.41714285714285715,0,77.72285714285715,0,1.9314285714285713,0,20.345714285714287,0
Ocampo,05023,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
