"CVEGEO","NOMGEO","homicidios_total","robos_total","n_inseguro_popw"
"14090","Tenamaxtlán",0,0,NA
"14071","San Cristóbal de la Barranca",1,3,NA
"14068","Villa Purificación",0,0,1468.28366
"14067","Puerto Vallarta",15,25,74766.57145
"14114","Villa Corona",2,11,4689.216903
"14107","Tuxcueca",0,3.99999999999998,NA
"14106","Tuxcacuesco",1,0,NA
"14025","Colotlán",0,3,10691.26439
"14027","Cuautitlán de García Barragán",1,1,5541.019771
"14028","Cuautla",0,0,NA
"14011","Atengo",1,0,NA
"14064","Ojuelos de Jalisco",5,12,NA
"14032","Chiquilistlán",0,0,311.9030974
"14030","Chapala",2,10,27371.71088
"14029","Cuquío",0,0,2348.39709
"14094","Tequila",1,14,NA
"14095","Teuchitlán",1,3.99999999999998,NA
"14096","Tizapán el Alto",1,0,NA
"14061","Mezquitic",3.99999999999998,3.99999999999998,NA
"14060","Mexticacán",0,1,NA
"14059","Mazamitla",0,5,NA
"14058","Mascota",1,1,NA
"14057","La Manzanilla de la Paz",0,0,NA
"14056","Santa María del Oro",1,0,NA
"14054","El Limón",0,0,NA
"14085","Tamazula de Gordiano",0,0,4493.815185
"14084","Talpa de Allende",1,0,NA
"14053","Lagos de Moreno",20,95.9999999999996,82235.14999
"14052","Juchitlán",0,1,NA
"14050","Jocotepec",2,24,NA
"14031","Chimaltitán",0,0,NA
"14049","Jilotlán de los Dolores",1,0,NA
"14048","Jesús María",2,3,NA
"14047","Jamay",1,2,7523.571176
"14046","Jalostotitlán",0,5.99999999999998,NA
"14045","Ixtlahuacán del Río",2,2,NA
"14042","Huejuquilla el Alto",2,2,NA
"14041","Huejúcar",1,6.99999999999999,NA
"14040","Hostotipaquillo",1,3,NA
"14038","Guachinango",0,2,NA
"14037","El Grullo",1,0,NA
"14036","Etzatlán",1,2,NA
"14035","Encarnación de Díaz",6.99999999999999,17,28185.29107
"14034","Ejutla",0,0,338.5314397
"14033","Degollado",0,3.99999999999998,NA
"14010","Atemajac de Brizuela",1,0,NA
"14013","Atotonilco el Alto",2,3.99999999999998,6109.00171
"14089","Techaluta de Montenegro",1,3,NA
"14026","Concepción de Buenos Aires",0,0,NA
"14083","Tala",3,29,NA
"14082","Sayula",0,3,NA
"14081","Santa María de los Ángeles",0,5.99999999999998,NA
"14009","El Arenal",3,25,NA
"14008","Arandas",1,7.99999999999997,NA
"14007","San Juanito de Escobedo",1,5.99999999999998,NA
"14006","Ameca",5,3.99999999999998,19548.74734
"14004","Amacueca",0,0,NA
"14001","Acatic",1,3.99999999999998,NA
"15021","Coatepec Harinas",0,2,NA
"15011","Atenco",2,44.9999999999997,24589.40556
"15004","Almoloya de Alquisiras",0,0,NA
"15002","Acolman",14,94.9999999999997,43772.58427
"15034","Ecatzingo",0,2,NA
"15030","Chiconcuac",1,17,7671.400906
"15068","Ozumba",1,5.99999999999998,NA
"15082","Tejupilco",2,6.99999999999999,26395.77297
"15028","Chiautla",0,27,NA
"15019","Capulhuac",1,14,NA
"15118","Zinacantepec",13,48.9999999999997,131475.2995
"15094","Tepetlixpa",0,5.99999999999998,NA
"15074","San Felipe del Progreso",0,3.99999999999998,62236.61611
"15036","Hueypoxtla",10,17,15485.59233
"15041","Ixtapan del Oro",0,0,NA
"15085","Temascalcingo",2,5.99999999999998,NA
"15096","Tequixquiac",6.99999999999999,7.99999999999997,NA
"15104","Tlalnepantla de Baz",71.9999999999997,897.999999999996,468164.789
"15076","San Mateo Atenco",1,29,54383.61644
"15010","Apaxco",3,17,NA
"15023","Coyotepec",31,96.9999999999999,17181.35007
"15025","Chalco",64.9999999999997,474,246031.8449
"15103","Tlalmanalco",5.99999999999998,8.99999999999998,NA
"15100","Tezoyuca",3.99999999999998,25,NA
"15040","Ixtapan de la Sal",0,3.99999999999998,NA
"15107","Tonatico",0,2,NA
"15052","Malinalco",5.99999999999998,5.99999999999998,NA
"15109","Tultitlán",54.9999999999999,408.999999999997,313339.6167
"15012","Atizapán",1,3.99999999999998,NA
"15014","Atlacomulco",2,10,61168.32748
"15003","Aculco",3,21,NA
"15015","Atlautla",2,2,9313.722045
"15016","Axapusco",7.99999999999997,106,NA
"15005","Almoloya de Juárez",13,23,105012.4034
"15024","Cuautitlán",6.99999999999999,157,78005.10026
"15008","Amatepec",0,0,7489.705242
"15007","Amanalco",0,5.99999999999998,NA
"15120","Zumpango",33,218,152573.6427
"15042","Ixtlahuaca",2,13,88828.13567
"15084","Temascalapa",5,26,NA
"15047","Jiquipilco",6.99999999999999,5,NA
"15022","Cocotitlán",2,11,NA
"15020","Coacalco de Berriozábal",24,150,175611.0835
"15062","Ocoyoacac",6.99999999999999,22,38161.49124
"15050","Juchitepec",2,10,NA
"15061","Nopaltepec",3,54.9999999999999,NA
"15101","Tianguistenco",1,38.9999999999999,NA
"15057","Naucalpan de Juárez",74.9999999999998,708.999999999997,590509.6356
"15105","Tlatlaya",0,2,NA
"15106","Toluca",27,307,571969.3295
"15116","Zacazonapan",0,0,NA
"15097","Texcaltitlán",0,0,NA
"15079","Soyaniquilpan de Juárez",1,21,NA
"15119","Zumpahuacán",1,2,NA
"15081","Tecámac",40.9999999999998,503.999999999997,270308.9461
"15035","Huehuetoca",14,213,NA
"15064","El Oro",1,2,NA
"15083","Temamatla",5.99999999999998,3,NA
"15102","Timilpan",0,2,7213.5
"15087","Temoaya",7.99999999999997,12,43956.03463
"15066","Otzoloapan",0,1,NA
"15108","Tultepec",35,231,61047.80759
"15089","Tenango del Aire",0,2,4791.636622
"15051","Lerma",6.99999999999999,30,85878.79757
"15046","Jilotzingo",2,3.99999999999998,NA
"15037","Huixquilucan",13,40.9999999999998,143361.316
"15038","Isidro Fabela",3.99999999999998,7.99999999999997,NA
"15039","Ixtapaluca",22,161,281242.5646
"15017","Ayapango",0,2,NA
"15069","Papalotla",0,3,NA
"15065","Otumba",7.99999999999997,54,NA
"15048","Jocotitlán",1,6.99999999999999,NA
"15121","Cuautitlán Izcalli",70.9999999999998,471.999999999997,353849.7091
"15080","Sultepec",1,0,NA
"15071","Polotitlán",3.99999999999998,35,NA
"15075","San Martín de las Pirámides",5,37.9999999999997,16910.30442
"15072","Rayón",0,2,6763.913336
"15056","Morelos",0,2,NA
"15067","Otzolotepec",3,7.99999999999997,58871
"15088","Tenancingo",5,20,NA
"15070","La Paz",18,410.999999999999,166058.6992
"15078","Santo Tomás",0,0,NA
"15111","Villa de Allende",1,15,23036.52933
"15112","Villa del Carbón",6.99999999999999,5.99999999999998,29089.33441
"15091","Teoloyucan",20,285,44773
"15113","Villa Guerrero",3,6.99999999999999,NA
"15006","Almoloya del Río",1,1,NA
"15123","Luvianos",0,0,NA
"15099","Texcoco",16,155,107040.9542
"15060","Nicolás Romero",58.9999999999999,98.9999999999997,272441.529
"15122","Valle de Chalco Solidaridad",31,324,219929.0256
"15044","Jaltenco",7.99999999999997,36,10063.5
"15110","Valle de Bravo",0,8.99999999999998,28793.01359
"15045","Jilotepec",5.99999999999998,47.9999999999998,NA
"15098","Texcalyacac",0,0,NA
"15115","Xonacatlán",3.99999999999998,26,35204.72082
"15117","Zacualpan",0,0,NA
"15124","San José del Rincón",2,3,27384.67384
"15029","Chicoloapan",21,86.9999999999998,112602.6594
"15058","Nezahualcóyotl",50.9999999999999,199,539711.3438
"15092","Teotihuacán",10,79.9999999999997,17144.77545
"15077","San Simón de Guerrero",0,0,NA
"15055","Mexicaltzingo",0,5,NA
"15054","Metepec",10,28,94921.12642
"15049","Joquicingo",2,3,NA
"15026","Chapa de Mota",2,3,NA
"15001","Acambay de Ruíz Castañeda",2,24,NA
"15059","Nextlalpan",8.99999999999998,103,NA
"15086","Temascaltepec",0,5,3636.666667
"15053","Melchor Ocampo",5.99999999999998,77,26560.99215
"15090","Tenango del Valle",3,18,NA
"15032","Donato Guerra",0,0,9298.617724
"15125","Tonanitla",3,18,NA
"15114","Villa Victoria",3.99999999999998,12,46673.82325
"15093","Tepetlaoxtoc",0,41.9999999999997,7667.14312
"15063","Ocuilan",5,27,NA
"15073","San Antonio la Isla",0,0,13233.38459
"15033","Ecatepec de Morelos",129,1574,1039433.511
"15013","Atizapán de Zaragoza",29,128,279661.6887
"15027","Chapultepec",1,5,NA
"15018","Calimaya",3.99999999999998,3.99999999999998,38638.5875
"15009","Amecameca",2,8.99999999999998,NA
"15031","Chimalhuacán",54,744.999999999997,385482.8539
"15043","Xalatlaco",1,3,NA
"15095","Tepotzotlán",15,139,58757.53056
"16074","Cojumatlán de Régules",0,3,NA
"16090","Tingambato",5,10,6305.969385
"16002","Aguililla",0,3,NA
"16003","Álvaro Obregón",15,30,NA
"16004","Angamacutiro",1,3.99999999999998,6615.312699
"16005","Angangueo",1,0,NA
"16006","Apatzingán",122,322,67368.64737
"16007","Aporo",0,0,NA
"16008","Aquila",10,5,8147.043478
"16009","Ario",10,2,15730.38429
"16096","Tumbiscatío",1,0,NA
"16097","Turicato",3,1,7786.558791
"16106","Yurécuaro",1,10,NA
"16107","Zacapu",1,17,35734.25082
"16108","Zamora",171,255,122382.0414
"16109","Zináparo",0,2,1243.405717
"16110","Zinapécuaro",5,39.9999999999999,25456.44183
"16010","Arteaga",1,24,4923.703704
"16011","Briseñas",0,0,1391.021731
"16098","Tuxpan",1,1,NA
"16031","Epitacio Huerta",2,2,4150.657225
"16032","Erongarícuaro",1,5.99999999999998,NA
"16077","San Lucas",3,3,6600.935484
"16099","Tuzantla",2,2,NA
"16001","Acuitzio",2,10,2102.5
"16043","Jacona",54.9999999999999,166,37526.0611
"16044","Jiménez",0,5.99999999999998,6089.741908
"16045","Jiquilpan",0,1,12318.47791
"16012","Buenavista",22,31,NA
"16013","Carácuaro",2,0,NA
"16021","Charapan",2,0,NA
"16020","Cuitzeo",18,35,15489.7407
"16019","Cotija",6.99999999999999,16,NA
"16018","Copándaro",5,17,NA
"16087","Taretan",3.99999999999998,15,6024.339841
"16086","Tanhuato",1,3.99999999999998,NA
"16072","Queréndaro",8.99999999999998,11,8109.428571
"16067","Penjamillo",1,3,9191.605306
"16022","Charo",8.99999999999998,17,NA
"16079","Salvador Escalante",3,17,16176.04986
"16078","Santa Ana Maya",0,1,NA
"16075","Los Reyes",6.99999999999999,5,28657.38314
"16076","Sahuayo",1,6.99999999999999,NA
"16033","Gabriel Zamora",3,10,6283.341852
"16035","La Huacana",1,6.99999999999999,NA
"16036","Huandacareo",0,2,2426.750903
"16037","Huaniqueo",0,10,3633.06347
"16038","Huetamo",2,5.99999999999998,9458.298246
"16039","Huiramba",2,3.99999999999998,NA
"16040","Indaparapeo",12,22,9261.09244
"16041","Irimbo",2,0,NA
"16042","Ixtlán",0,3.99999999999998,NA
"16049","Madero",5.99999999999998,7.99999999999997,6292.781231
"16050","Maravatío",5,18,44557.57459
"16051","Marcos Castellanos",0,0,NA
"16052","Lázaro Cárdenas",17,87.9999999999997,73165.14333
"16053","Morelia",159,341,468341.9731
"16014","Coahuayana",8.99999999999998,0,NA
"16015","Coalcomán de Vázquez Pallares",3.99999999999998,3.99999999999998,NA
"16016","Coeneo",2,8.99999999999998,5744.14232
"16017","Contepec",3,10,12792.44186
"16083","Tancítaro",3.99999999999998,2,NA
"16082","Tacámbaro",10,10,31568.592
"16081","Susupuato",2,1,2429.429304
"16056","Nahuatzen",3.99999999999998,3,13728
"16080","Senguio",1,0,NA
"16057","Nocupétaro",0,0,NA
"16034","Hidalgo",13,27,47778.24709
"16058","Nuevo Parangaricutiro",1,5,5983.34623
"16059","Nuevo Urecho",3,1,NA
"16060","Numarán",1,3.99999999999998,NA
"16062","Pajacuarán",0,0,NA
"16063","Panindícuaro",0,16,NA
"16064","Parácuaro",8.99999999999998,18,NA
"16105","Vista Hermosa",1,3.99999999999998,NA
"16065","Paracho",3,3.99999999999998,NA
"16089","Tepalcatepec",3,7.99999999999997,NA
"16061","Ocampo",2,1,9531.865834
"16055","Múgica",1,21,NA
"16054","Morelos",0,2,NA
"16030","Ecuandureo",0,38.9999999999999,NA
"16029","Churumuco",0,1,NA
"16028","Churintzio",0,20,1827.269063
"16027","Chucándiro",0,3,NA
"16026","Chinicuila",1,1,NA
"16025","Chilchota",2,22,16893.56847
"16024","Cherán",2,0,4798.470473
"16023","Chavinda",1,5,NA
"16066","Pátzcuaro",17,50,55028.09907
"16068","Peribán",3.99999999999998,3,8518.067196
"16069","La Piedad",5.99999999999998,46.9999999999999,46213.85671
"16070","Purépero",1,5,7613.334018
"16071","Puruándiro",13,29,33954.55556
"16073","Quiroga",2,27,10556.11385
"16091","Tingüindín",6.99999999999999,45.9999999999997,NA
"16113","José Sixto Verduzco",0,11,NA
"16112","Zitácuaro",12,27,77615.3428
"16085","Tangancícuaro",5.99999999999998,18,11123.75523
"16088","Tarímbaro",43.9999999999998,43.9999999999998,55949.95102
"16092","Tiquicheo de Nicolás Romero",2,7.99999999999997,NA
"16093","Tlalpujahua",5,1,13615.5
"16111","Ziracuaretiro",3.99999999999998,20,NA
"16101","Tzitzio",2,5.99999999999998,NA
"16100","Tzintzuntzan",0,11,8253.359083
"16095","Tocumbo",2,2,5679.180659
"16084","Tangamandapio",7.99999999999997,50,13069.56422
"16102","Uruapan",139,469.999999999999,217906.6213
"16103","Venustiano Carranza",0,6.99999999999999,NA
"16104","Villamar",1,1,NA
"16094","Tlazazalca",0,2,NA
"16047","Jungapeo",1,1,10433.68542
"16046","Juárez",1,2,NA
"16048","Lagunillas",0,3.99999999999998,NA
"17002","Atlatlahucan",5.99999999999998,12,12214.35292
"17006","Cuautla",110,85.9999999999999,124676.2826
"17028","Xochitepec",34,106,36721.2088
"17022","Tetela del Volcán",1,1,5085.06878
"17009","Huitzilac",33,222,NA
"17016","Ocuituco",0,15,7488.361693
"17008","Emiliano Zapata",79.9999999999997,155,65898.81621
"17003","Axochiapan",7.99999999999997,5,25143.86781
"17036","Hueyapan",1,1,NA
"17035","Xoxocotla",13,8.99999999999998,14126.7057
"17025","Tlaquiltenango",16,8.99999999999998,NA
"17001","Amacuzac",12,20,NA
"17020","Tepoztlán",36,23,22535.9252
"17034","Coatetelco",7.99999999999997,1,NA
"17027","Totolapan",5.99999999999998,0,NA
"17030","Yecapixtla",30,24,24707.67701
"17026","Tlayacapan",14,5,11641.56091
"17031","Zacatepec",13,8.99999999999998,22476.38337
"17021","Tetecala",15,1,3315.406209
"17019","Tepalcingo",15,3,18693.78699
"17023","Tlalnepantla",3.99999999999998,0,NA
"17017","Puente de Ixtla",33,48.9999999999997,24486.73354
"17015","Miacatlán",13,5.99999999999998,NA
"17013","Jonacatepec de Leandro Valle",7.99999999999997,3.99999999999998,7347.073518
"17011","Jiutepec",73,307,131173.0281
"17010","Jantetelco",14,21,NA
"17018","Temixco",103,122,74868.33962
"17029","Yautepec",62,128,64474.43787
"17012","Jojutla",31,24,31485.66233
"17024","Tlaltizapán de Zapata",21,11,23251.4924
"17007","Cuernavaca",126,642,248066.65
"17005","Coatlán del Río",13,2,NA
"17004","Ayala",28,38.9999999999999,55165.69763
"17014","Mazatepec",14,3.99999999999998,NA
"17032","Zacualpan de Amilpas",1,0,NA
"17033","Temoac",2,11,NA
"18001","Acaponeta",15,14,12512.97085
"18009","Del Nayar",14,1,7611.145707
"18010","Rosamorada",10,3,12221.07261
"18011","Ruíz",3.99999999999998,0,5684.700754
"18017","Tepic",27,3,143905.4868
"18018","Tuxpan",5,3,9452.974319
"18019","La Yesca",1,0,NA
"18004","Compostela",5,15,15719.46492
"18013","San Pedro Lagunillas",0,1,1018.878111
"18008","Xalisco",3.99999999999998,15,15847.00535
"18005","Huajicori",23,8.99999999999998,NA
"18006","Ixtlán del Río",0,2,10990.55276
"18007","Jala",1,3.99999999999998,NA
"18014","Santa María del Oro",2,3,6790.372081
"18015","Santiago Ixcuintla",3,3,33127.57128
"18016","Tecuala",5.99999999999998,1,15038.01881
"18003","Amatlán de Cañas",2,0,1094.464857
"18012","San Blas",10,3,12198.35193
"18020","Bahía de Banderas",24,6.99999999999999,60074.16703
"18002","Ahuacatlán",1,1,4537.677262
"19029","Hualahuises",0,0,NA
"19048","Santa Catarina",41.9999999999997,7.99999999999997,141580.4219
"19044","Sabinas Hidalgo",0,3,6597.130303
"19042","Los Ramones",1,1,NA
"19023","General Treviño",0,1,43.52957172
"19022","General Terán",1,0,NA
"19047","Hidalgo",0,0,3248.771861
"19049","Santiago",2,1,11618.06428
"19009","Cadereyta Jiménez",14,2,54265.80401
"19032","Lampazos de Naranjo",0,0,NA
"19031","Juárez",64.9999999999997,30,231254.897
"19027","Los Herreras",0,0,NA
"19020","General Bravo",5,10,NA
"19041","Pesquería",24,6.99999999999999,61212.62897
"19040","Parás",0,0,NA
"19039","Monterrey",153,63.9999999999998,562634.6636
"19046","San Nicolás de los Garza",43.9999999999998,10,99814.35261
"19019","San Pedro Garza García",0,1,15112.5569
"19037","Mina",3,0,NA
"19010","El Carmen",17,1,57228.8202
"19021","General Escobedo",50,15,201770.4991
"19012","Ciénega de Flores",7.99999999999997,5.99999999999998,33865.40035
"19002","Agualeguas",0,0,NA
"19005","Anáhuac",0,0,NA
"19024","General Zaragoza",1,0,NA
"19026","Guadalupe",55.9999999999998,38.9999999999999,269117.1781
"19003","Los Aldamas",1,0,NA
"19004","Allende",14,0,NA
"19025","General Zuazua",12,3.99999999999998,60201.73469
"19015","Doctor Coss",2,0,NA
"19007","Aramberri",1,0,NA
"19018","García",82.9999999999998,21,193895.7111
"19051","Villaldama",0,0,NA
"19006","Apodaca",56.9999999999997,27,192036.4187
"19011","Cerralvo",0,0,721.2490911
"19001","Abasolo",0,0,NA
"19017","Galeana",6.99999999999999,16,NA
"19016","Doctor González",3,0,NA
"19050","Vallecillo",1,0,NA
"19034","Marín",0,0,NA
"19035","Melchor Ocampo",0,0,NA
"19028","Higueras",0,0,NA
"19033","Linares",21,3.99999999999998,NA
"19036","Mier y Noriega",0,0,1884.209431
"19043","Rayones",1,0,NA
"19014","Doctor Arroyo",10,12,17435.22603
"19038","Montemorelos",15,2,31170.1957
"19008","Bustamante",0,1,NA
"19013","China",3,5,NA
"19045","Salinas Victoria",7.99999999999997,6.99999999999999,13594.70784
"19030","Iturbide",1,0,NA
"20125","San Carlos Yautepec",1,1,NA
"20481","Santiago Nuyoó",0,0,NA
"20517","Santo Domingo Tepuxtepec",0,0,1358.368421
"20524","Santo Domingo Yodohino",0,0,NA
"20378","Santa Cruz Mixtepec",0,0,NA
"20054","Magdalena Zahuatlán",0,0,NA
"20542","Taniche",1,0,NA
"20237","San Marcos Arteaga",2,0,NA
"20489","Santiago Tetepec",0,0,NA
"20544","Teococuilco de Marcos Pérez",0,0,NA
"20490","Santiago Texcalcingo",1,0,NA
"20333","San Pedro Totolápam",3,3,NA
"20334","Villa de Tututepec",3.99999999999998,0,8941.060676
"20562","Magdalena Yodocono de Porfirio Díaz",0,0,NA
"20133","San Esteban Atatlahuca",0,0,NA
"20134","San Felipe Jalapa de Díaz",2,1,9283.762099
"20138","San Francisco Cajonos",0,0,NA
"20149","San Francisco Sola",0,0,NA
"20161","San Jerónimo Sosola",0,0,NA
"20159","San Jerónimo Coatlán",0,0,NA
"20437","Santa María Tlahuitoltepec",0,0,NA
"20441","Santa María Xadani",2,0,NA
"20446","Santa María Yucuhiti",0,0,NA
"20447","Santa María Zacatepec",2,0,NA
"20469","Santiago Juxtlahuaca",7.99999999999997,3.99999999999998,11718.2609
"20511","Santo Domingo Nuxaá",0,0,NA
"20513","Santo Domingo Petapa",3.99999999999998,0,NA
"20278","San Miguel Soyaltepec",5,0,13180
"20457","Santiago Camotlán",0,0,NA
"20163","San Jerónimo Tecóatl",0,0,NA
"20166","San José Chiltepec",0,1,4539.004707
"20506","Santo Domingo Albarradas",0,0,NA
"20482","Santiago Pinotepa Nacional",37.9999999999997,3,29562.17085
"20508","Santo Domingo Chihuitán",1,0,NA
"20205","San Juan Lalana",1,0,6042.011313
"20271","San Miguel Mixtepec",0,0,110.5427645
"20329","San Pedro Teozacoalco",0,0,NA
"20330","San Pedro Teutila",0,0,683.2702703
"20246","San Mateo Cajonos",0,0,NA
"20277","Villa Sola de Vega",0,0,NA
"20545","Teotitlán de Flores Magón",2,2,3298.153904
"20546","Teotitlán del Valle",1,0,NA
"20547","Teotongo",0,0,NA
"20170","San José Lachiguiri",0,0,103.321088
"20230","San Lorenzo Victoria",0,0,NA
"20168","San José Estancia Grande",0,2,NA
"20184","San Juan Bautista Tuxtepec",13,19,89685.69832
"20185","San Juan Cacahuatepec",7.99999999999997,0,NA
"20404","Santa María Chachoápam",0,0,NA
"20407","Santa María Chimalapa",1,0,NA
"20186","San Juan Cieneguilla",0,0,NA
"20214","San Juan Quiotepec",0,0,NA
"20220","San Juan Tepeuxila",0,0,NA
"20227","San Lorenzo Cacaotepec",1,2,3986.701521
"20261","San Miguel Amatitlán",0,0,NA
"20552","Tlacotepec Plumas",0,0,NA
"20262","San Miguel Amatlán",0,0,NA
"20266","San Miguel del Puerto",3,0,NA
"20550","San Jerónimo Tlacochahuaya",0,1,NA
"20253","San Mateo Piñas",1,0,NA
"20254","San Mateo Río Hondo",0,0,NA
"20272","San Miguel Panixtlahuaca",11,0,NA
"20273","San Miguel Peras",0,0,NA
"20275","San Miguel Quetzaltepec",0,0,NA
"20551","Tlacolula de Matamoros",7.99999999999997,5,11509.05306
"20357","Santa Ana Tavela",0,0,NA
"20502","Santiago Zacatepec",0,0,NA
"20553","Tlalixtac de Cabrera",2,3,NA
"20265","San Miguel Chimalapa",0,0,NA
"20493","Santiago Tillo",0,0,NA
"20318","San Pedro Mixtepec",20,3,NA
"20327","San Pedro Tapanatepec",5.99999999999998,3,NA
"20554","Totontepec Villa de Morelos",2,0,NA
"20555","Trinidad Zaachila",0,0,NA
"20556","La Trinidad Vista Hermosa",0,0,NA
"20018","Concepción Buenavista",0,0,NA
"20036","Guevea de Humboldt",0,0,1643.906806
"20338","Villa de Etla",2,0,4454.428353
"20344","San Sebastián Coatlán",2,0,NA
"20366","Santa Catarina Loxicha",1,0,NA
"20377","Santa Cruz Itundujia",0,0,1437.473684
"20451","Santiago Apoala",0,0,NA
"20005","Asunción Ixtaltepec",3,2,3037.361711
"20558","Valerio Trujano",0,0,NA
"20561","Yaxe",1,0,NA
"20056","Mártires de Tacubaya",0,0,NA
"20563","Yogana",1,0,NA
"20497","Santiago Yaitepec",0,0,NA
"20549","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",1,0,4288.043986
"20564","Yutanduchi de Guerrero",0,0,NA
"20565","Villa de Zaachila",5.99999999999998,3,13327.15733
"20099","San Andrés Tepetlapa",0,0,NA
"20491","Santiago Textitlán",0,0,NA
"20031","Tamazulápam del Espíritu Santo",1,0,NA
"20279","San Miguel Suchixtepec",0,0,NA
"20401","Santa María Colotepec",5.99999999999998,2,5795
"20367","Santa Catarina Mechoacán",3,0,805.0721277
"20500","Santiago Yosondúa",3,0,NA
"20503","Santiago Zoochila",0,0,NA
"20379","Santa Cruz Nundaco",0,0,803.5555556
"20494","Santiago Tlazoyaltepec",0,0,NA
"20499","Santiago Yolomécatl",0,0,NA
"20058","Mazatlán Villa de Flores",2,0,NA
"20059","Miahuatlán de Porfirio Díaz",18,7.99999999999997,16554.5
"20177","San Juan Bautista Cuicatlán",1,0,2607.132244
"20359","Santa Ana Yareni",0,0,NA
"20364","Santa Catarina Juquila",3.99999999999998,0,NA
"20569","Santa Inés de Zaragoza",0,0,NA
"20570","Zimatlán de Álvarez",5,5.99999999999998,9726.862353
"20567","Zapotitlán Lagunas",0,0,1413.114844
"20057","Matías Romero Avendaño",29,5,NA
"20423","Santa María Nduayaco",0,0,NA
"20112","San Baltazar Chichicápam",0,0,NA
"20510","Santo Domingo Ixcatlán",0,0,NA
"20371","Santa Catarina Ticuá",0,0,NA
"20424","Santa María Ozolotepec",2,0,NA
"20406","Santa María Chilchotla",1,2,NA
"20410","Santa María Ecatepec",1,0,NA
"20435","Santa María Tepantlali",0,0,NA
"20417","Santa María Jacatepec",0,1,1846.976544
"20422","Santa María Nativitas",0,0,NA
"20439","Santa María Tonameca",7.99999999999997,3,5473.530607
"20450","Santiago Amoltepec",18,0,NA
"20075","Reforma de Pineda",0,3,NA
"20501","Santiago Yucuyachi",0,0,NA
"20504","Nuevo Zoquiápam",0,0,NA
"20505","Santo Domingo Ingenio",1,0,1909.714286
"20251","San Mateo Nejápam",3,0,NA
"20459","Villa de Santiago Chazumba",0,2,NA
"20477","Santiago Minas",0,0,NA
"20484","Santiago Tamazola",1,0,NA
"20485","Santiago Tapextla",0,0,NA
"20492","Santiago Tilantongo",0,0,NA
"20495","Santiago Xanica",0,0,NA
"20534","San Vicente Coatlán",0,0,NA
"20537","Silacayoápam",1,0,NA
"20543","Tataltepec de Valdés",0,0,NA
"20548","Tepelmeme Villa de Morelos",0,0,NA
"20463","Santiago Huauclilla",0,0,NA
"20467","Santiago Jamiltepec",31,0,NA
"20559","San Juan Bautista Valle Nacional",0,0,NA
"20169","San José Independencia",0,0,NA
"20117","San Bartolomé Loxicha",1,0,NA
"20512","Santo Domingo Ozolotepec",0,0,NA
"20514","Santo Domingo Roayaga",0,0,NA
"20118","San Bartolomé Quialana",0,0,NA
"20518","Santo Domingo Tlatayápam",0,0,NA
"20440","Santa María Totolapilla",0,0,NA
"20568","Zapotitlán Palmas",2,2,NA
"20521","Santo Domingo Tonaltepec",0,0,NA
"20001","Abejones",0,0,NA
"20256","San Mateo Tlapiltepec",0,0,NA
"20003","Asunción Cacalotepec",0,0,NA
"20263","San Miguel Coatlán",1,0,NA
"20004","Asunción Cuyotepeji",0,0,NA
"20007","Asunción Ocotlán",0,1,NA
"20267","San Miguel del Río",0,0,NA
"20011","Calihualá",0,0,NA
"20027","Chiquihuitlán de Benito Juárez",0,0,NA
"20030","El Espinal",3.99999999999998,1,1104.279253
"20519","Santo Domingo Tomaltepec",2,0,NA
"20034","Guadalupe de Ramírez",1,0,NA
"20013","Ciénega de Zimatlán",0,1,NA
"20460","Santiago Choápam",0,0,NA
"20044","Loma Bonita",2,1,19154.31818
"20017","La Compañía",0,0,NA
"20507","Santo Domingo Armenta",0,0,NA
"20049","Magdalena Ocotlán",0,0,NA
"20520","Santo Domingo Tonalá",1,1,3338.099481
"20019","Concepción Pápalo",0,0,NA
"20022","Cosoltepec",1,0,NA
"20024","Cuyamecalco Villa de Zaragoza",1,0,NA
"20025","Chahuites",10,3,NA
"20026","Chalcatongo de Hidalgo",1,0,1053.705882
"20029","Eloxochitlán de Flores Magón",0,0,NA
"20032","Fresnillo de Trujano",1,0,NA
"20515","Santo Domingo Tehuantepec",20,54.9999999999999,28174.83687
"20516","Santo Domingo Teojomulco",0,0,232.1017022
"20033","Guadalupe Etla",0,1,980.7354325
"20050","Magdalena Peñasco",0,0,NA
"20035","Guelatao de Juárez",0,0,NA
"20051","Magdalena Teitipac",0,0,NA
"20536","San Vicente Nuñú",0,0,NA
"20047","Santa Magdalena Jicotlán",0,0,NA
"20037","Mesones Hidalgo",3,0,NA
"20040","Huautepec",2,1,NA
"20041","Huautla de Jiménez",3.99999999999998,0,7309.367677
"20042","Ixtlán de Juárez",0,0,247.0791135
"20045","Magdalena Apasco",0,3,NA
"20053","Magdalena Tlacotepec",0,0,NA
"20046","Magdalena Jaltepec",0,0,NA
"20523","Santo Domingo Yanhuitlán",0,0,NA
"20048","Magdalena Mixtepec",0,0,NA
"20522","Santo Domingo Xagacía",0,0,NA
"20456","Santiago Cacaloxtepec",0,1,NA
"20060","Mixistlán de la Reforma",0,0,NA
"20061","Monjas",1,1,NA
"20062","Natividad",0,0,NA
"20063","Nazareno Etla",0,0,NA
"20065","Ixpantepec Nieves",0,0,NA
"20069","La Pe",0,0,NA
