"CVEGEO","NOMGEO","homicidios_total","robos_total","n_inseguro_popw"
"20070","Pinotepa de Don Luis",1,0,NA
"20071","Pluma Hidalgo",3,0,NA
"20096","San Andrés Sinaxtla",0,0,NA
"20072","San José del Progreso",0,0,NA
"20097","San Andrés Solaga",0,0,NA
"20098","San Andrés Teotilálpam",0,0,NA
"20074","Santa Catarina Quioquitani",0,0,NA
"20076","La Reforma",1,0,1373.170732
"20190","San Juan Cotzocón",0,0,8714.433809
"20078","Rojas de Cuauhtémoc",0,0,NA
"20077","Reyes Etla",0,1,1383.974757
"20081","San Agustín Atenango",0,0,NA
"20094","San Andrés Nuxiño",0,0,NA
"20080","San Agustín Amatengo",1,0,472.9787234
"20084","San Agustín Etla",2,0,NA
"20082","San Agustín Chayuco",2,0,NA
"20086","San Agustín Tlacotepec",1,0,NA
"20083","San Agustín de las Juntas",0,2,4715.484201
"20092","San Andrés Ixtlahuaca",0,0,NA
"20087","San Agustín Yatareni",0,3,NA
"20089","San Andrés Dinicuiti",0,2,NA
"20090","San Andrés Huaxpaltepec",2,1,NA
"20091","San Andrés Huayápam",0,0,NA
"20095","San Andrés Paxtlán",1,0,110.0232509
"20100","San Andrés Yaá",0,0,NA
"20101","San Andrés Zabache",0,0,NA
"20102","San Andrés Zautla",1,0,732.0602355
"20233","San Lucas Quiaviní",0,0,NA
"20103","San Antonino Castillo Velasco",1,1,NA
"20104","San Antonino el Alto",0,0,NA
"20105","San Antonino Monte Verde",0,0,NA
"20107","San Antonio de la Cal",1,5.99999999999998,12549.09097
"20108","San Antonio Huitepec",0,0,NA
"20109","San Antonio Nanahuatípam",0,0,NA
"20110","San Antonio Sinicahua",0,0,NA
"20111","San Antonio Tepetlapa",0,0,NA
"20527","Santos Reyes Pápalo",0,0,0
"20116","San Bartolomé Ayautla",0,1,NA
"20114","San Baltazar Yatzachi el Bajo",0,0,NA
"20172","San Juan Achiutla",0,0,NA
"20115","San Bartolo Coyotepec",0,1,1316.42589
"20413","Santa María Huatulco",3,1,NA
"20119","San Bartolomé Yucuañe",0,0,NA
"20120","San Bartolomé Zoogocho",0,0,NA
"20121","San Bartolo Soyaltepec",0,0,NA
"20014","Ciudad Ixtepec",6.99999999999999,5.99999999999998,13318.66667
"20015","Coatecas Altas",1,0,NA
"20123","San Bernardo Mixtepec",0,0,NA
"20122","San Bartolo Yautepec",0,0,NA
"20528","Santos Reyes Tepejillo",0,0,NA
"20124","Heroica Villa de San Blas Atempa",5.99999999999998,3.99999999999998,NA
"20129","San Cristóbal Suchixtlahuaca",0,0,NA
"20206","San Juan de los Cués",0,0,NA
"20126","San Cristóbal Amatlán",2,0,657.3252048
"20020","Constancia del Rosario",1,0,NA
"20127","San Cristóbal Amoltepec",0,0,NA
"20128","San Cristóbal Lachirioag",0,0,NA
"20529","Santos Reyes Yucuná",0,0,NA
"20131","San Dionisio Ocotepec",0,2,NA
"20130","San Dionisio del Mar",0,0,1230.510638
"20152","San Francisco Tlapancingo",0,0,NA
"20153","San Gabriel Mixtepec",6.99999999999999,0,NA
"20132","San Dionisio Ocotlán",0,0,NA
"20135","San Felipe Tejalápam",2,0,NA
"20136","San Felipe Usila",1,0,NA
"20137","San Francisco Cahuacuá",0,0,NA
"20139","San Francisco Chapulapa",0,0,857.4254108
"20142","San Francisco Huehuetlán",0,0,NA
"20140","San Francisco Chindúa",0,0,NA
"20141","San Francisco del Mar",0,0,NA
"20160","San Jerónimo Silacayoapilla",0,0,NA
"20143","San Francisco Ixhuatán",2,2,3526.248851
"20144","San Francisco Jaltepetongo",0,0,NA
"20145","San Francisco Lachigoló",1,0,NA
"20531","Santo Tomás Mazaltepec",0,0,NA
"20146","San Francisco Logueche",0,0,NA
"20147","San Francisco Nuxaño",0,0,NA
"20148","San Francisco Ozolotepec",0,0,NA
"20150","San Francisco Telixtlahuaca",1,1,1695.269816
"20151","San Francisco Teopan",0,0,NA
"20157","San Jacinto Amilpas",2,5,7419.602477
"20248","San Mateo del Mar",0,0,2059.816665
"20158","San Jacinto Tlacotepec",0,0,NA
"20162","San Jerónimo Taviche",0,0,NA
"20164","San Jorge Nuchita",0,0,NA
"20176","San Juan Bautista Coixtlahuaca",0,0,NA
"20165","San José Ayuquila",0,0,NA
"20167","San José del Peñasco",0,0,NA
"20530","Santo Tomás Jalieza",1,0,NA
"20187","San Juan Coatzóspam",0,0,NA
"20171","San José Tenango",0,0,NA
"20188","San Juan Colorado",2,0,NA
"20173","San Juan Atepec",0,0,NA
"20174","Ánimas Trujano",1,0,NA
"20191","San Juan Chicomezúchil",0,0,NA
"20196","San Juan Evangelista Analco",0,0,NA
"20178","San Juan Bautista Guelache",0,0,NA
"20197","San Juan Guelavía",0,0,745.9878873
"20180","San Juan Bautista Lo de Soto",0,0,NA
"20204","San Juan Lajarcia",0,0,NA
"20181","San Juan Bautista Suchitepec",0,1,NA
"20480","Santiago Nundiche",0,0,NA
"20182","San Juan Bautista Tlacoatzintepec",1,0,NA
"20183","San Juan Bautista Tlachichilco",0,0,NA
"20189","San Juan Comaltepec",0,0,NA
"20192","San Juan Chilateca",0,0,NA
"20193","San Juan del Estado",1,0,NA
"20464","Santiago Ihuitlán Plumas",1,0,NA
"20194","San Juan del Río",0,0,NA
"20195","San Juan Diuxi",0,0,NA
"20199","San Juan Ihualtepec",0,0,NA
"20200","San Juan Juquila Mixes",2,0,NA
"20201","San Juan Juquila Vijanos",0,0,NA
"20202","San Juan Lachao",1,0,254.4720618
"20203","San Juan Lachigalla",3,0,207.4135041
"20210","San Juan Ñumí",1,1,NA
"20208","San Juan Mixtepec",1,0,NA
"20209","San Juan Mixtepec",0,0,NA
"20566","San Mateo Yucutindoo",0,0,NA
"20215","San Juan Sayultepec",0,0,NA
"20218","San Juan Teita",0,0,NA
"20284","San Miguel Tilquiápam",1,2,NA
"20216","San Juan Tabaá",0,0,NA
"20217","San Juan Tamazola",0,0,NA
"20219","San Juan Teitipac",0,0,NA
"20221","San Juan Teposcolula",0,0,NA
"20222","San Juan Yaeé",0,0,NA
"20223","San Juan Yatzona",0,0,NA
"20541","Tanetze de Zaragoza",0,0,NA
"20498","Santiago Yaveo",2,0,NA
"20224","San Juan Yucuita",1,0,NA
"20225","San Lorenzo",1,0,NA
"20016","Coicoyán de las Flores",0,1,693.2681107
"20226","San Lorenzo Albarradas",0,0,NA
"20228","San Lorenzo Cuaunecuiltitla",0,0,NA
"20229","San Lorenzo Texmelúcan",0,0,NA
"20231","San Lucas Camotlán",0,0,NA
"20232","San Lucas Ojitlán",1,2,NA
"20234","San Lucas Zoquiápam",0,0,NA
"20235","San Luis Amatlán",2,0,NA
"20236","San Marcial Ozolotepec",0,0,NA
"20239","San Martín Huamelúlpam",0,0,NA
"20240","San Martín Itunyoso",0,0,NA
"20241","San Martín Lachilá",0,0,NA
"20242","San Martín Peras",2,0,NA
"20243","San Martín Tilcajete",0,0,NA
"20244","San Martín Toxpalan",0,0,NA
"20249","San Mateo Yoloxochitlán",0,0,NA
"20525","Santo Domingo Zanatepec",2,2,NA
"20526","Santos Reyes Nopala",6.99999999999999,0,NA
"20245","San Martín Zacatepec",0,0,NA
"20269","San Miguel el Grande",0,0,NA
"20247","Capulálpam de Méndez",0,0,70.52997859
"20250","San Mateo Etlatongo",0,0,NA
"20255","San Mateo Sindihui",0,0,NA
"20252","San Mateo Peñasco",0,0,NA
"20257","San Melchor Betaza",0,0,NA
"20258","San Miguel Achiutla",0,0,NA
"20259","San Miguel Ahuehuetitlán",1,0,NA
"20260","San Miguel Aloápam",0,0,NA
"20268","San Miguel Ejutla",1,0,NA
"20276","San Miguel Santa Flor",0,0,NA
"20281","San Miguel Tecomatlán",0,0,NA
"20274","San Miguel Piedras",0,0,NA
"20532","Santo Tomás Ocotepec",0,0,NA
"20280","Villa Talea de Castro",0,0,NA
"20533","Santo Tomás Tamazulapan",1,0,NA
"20368","Santa Catarina Minas",1,0,NA
"20282","San Miguel Tenango",0,0,NA
"20052","Magdalena Tequisistlán",0,3,NA
"20283","San Miguel Tequixtepec",0,1,NA
"20535","San Vicente Lachixío",0,0,NA
"20286","San Miguel Tlacotepec",0,0,NA
"20285","San Miguel Tlacamama",3,0,NA
"20288","San Miguel Yotao",0,0,NA
"20289","San Nicolás",0,0,NA
"20290","San Nicolás Hidalgo",0,0,NA
"20292","San Pablo Cuatro Venados",0,0,NA
"20380","Santa Cruz Papalutla",0,1,NA
"20294","San Pablo Huitzo",1,2,NA
"20043","Heroica Ciudad de Juchitán de Zaragoza",82.9999999999998,25,45916.74431
"20295","San Pablo Huixtepec",2,0,NA
"20538","Sitio de Xitlapehua",0,0,NA
"20296","San Pablo Macuiltianguis",0,0,NA
"20297","San Pablo Tijaltepec",0,0,NA
"20304","San Pedro Coxcaltepec Cántaros",0,0,NA
"20299","San Pablo Yaganiza",0,0,NA
"20300","San Pedro Amuzgos",2,0,NA
"20308","San Pedro Huilotepec",0,0,NA
"20301","San Pedro Apóstol",0,0,NA
"20311","San Pedro Jaltepetongo",0,0,NA
"20302","San Pedro Atoyac",1,0,NA
"20303","San Pedro Cajonos",0,0,NA
"20305","San Pedro Comitancillo",0,0,NA
"20321","San Pedro Nopala",0,0,NA
"20332","San Pedro Topiltepec",0,0,NA
"20307","San Pedro Huamelula",0,0,NA
"20312","San Pedro Jicayán",2,0,NA
"20313","San Pedro Jocotipac",0,0,86.79104853
"20314","San Pedro Juchatengo",0,0,NA
"20079","Salina Cruz",28,13,42415.57912
"20331","San Pedro Tidaá",0,0,NA
"20315","San Pedro Mártir",0,0,NA
"20316","San Pedro Mártir Quiechapa",2,0,NA
"20207","San Juan Mazatlán",1,0,6564.960291
"20317","San Pedro Mártir Yucuxaco",0,0,NA
"20356","Santa Ana del Valle",0,0,NA
"20319","San Pedro Mixtepec",0,0,NA
"20320","San Pedro Molinos",0,0,NA
"20322","San Pedro Ocopetatillo",0,0,NA
"20323","San Pedro Ocotepec",0,0,NA
"20325","San Pedro Quiatoni",3,1,NA
"20326","San Pedro Sochiápam",0,0,1434.430038
"20328","San Pedro Taviche",0,0,NA
"20335","San Pedro Yaneri",0,0,NA
"20336","San Pedro Yólox",0,0,NA
"20339","San Pedro y San Pablo Teposcolula",0,0,NA
"20340","San Pedro y San Pablo Tequixtepec",0,1,NA
"20341","San Pedro Yucunama",0,0,NA
"20342","San Raymundo Jalpan",0,1,827.2861101
"20343","San Sebastián Abasolo",0,0,NA
"20345","San Sebastián Ixcapa",1,0,NA
"20346","San Sebastián Nicananduta",0,0,NA
"20347","San Sebastián Río Hondo",0,0,NA
"20539","Soledad Etla",1,1,1798.8
"20211","San Juan Ozolotepec",1,0,NA
"20212","San Juan Petlapa",0,0,NA
"20213","San Juan Quiahije",0,0,NA
"20348","San Sebastián Tecomaxtlahuaca",5,0,NA
"20349","San Sebastián Teitipac",0,0,NA
"20540","Villa de Tamazulápam del Progreso",0,1,NA
"20350","San Sebastián Tutla",0,3,8984.399316
"20352","San Simón Zahuatlán",0,0,NA
"20353","Santa Ana",0,0,NA
"20354","Santa Ana Ateixtlahuaca",0,0,NA
"20355","Santa Ana Cuauhtémoc",0,0,NA
"20358","Santa Ana Tlapacoyan",0,0,NA
"20360","Santa Ana Zegache",0,1,NA
"20361","Santa Catalina Quierí",0,0,NA
"20362","Santa Catarina Cuixtla",0,0,NA
"20363","Santa Catarina Ixtepeji",0,1,NA
"20369","Santa Catarina Quiané",1,0,NA
"20370","Santa Catarina Tayata",0,0,NA
"20381","Santa Cruz Tacache de Mina",0,0,NA
"20372","Santa Catarina Yosonotú",0,0,NA
"20373","Santa Catarina Zapoquila",0,0,NA
"20374","Santa Cruz Acatepec",0,0,NA
"20293","San Pablo Etla",1,3,7998.584815
"20375","Santa Cruz Amilpas",1,0,7713.649908
"20376","Santa Cruz de Bravo",0,0,NA
"20382","Santa Cruz Tacahua",1,0,NA
"20383","Santa Cruz Tayata",0,0,NA
"20384","Santa Cruz Xitla",0,0,NA
"20386","Santa Cruz Zenzontepec",0,0,NA
"20387","Santa Gertrudis",0,0,NA
"20179","San Juan Bautista Jayacatlán",0,0,NA
"20388","Santa Inés del Monte",1,0,NA
"20390","Santa Lucía del Camino",0,3,24979.89624
"20408","Santa María del Rosario",0,0,NA
"20391","Santa Lucía Miahuatlán",1,0,NA
"20418","Santa María Jalapa del Marqués",5.99999999999998,0,NA
"20392","Santa Lucía Monteverde",1,0,NA
"20393","Santa Lucía Ocotlán",0,1,NA
"20394","Santa María Alotepec",0,1,NA
"20395","Santa María Apazco",0,0,NA
"20396","Santa María la Asunción",0,0,NA
"20397","Heroica Ciudad de Tlaxiaco",1,0,15712.8
"20398","Ayoquezco de Aldama",0,0,NA
"20399","Santa María Atzompa",3.99999999999998,8.99999999999998,15878.78663
"20400","Santa María Camotlán",0,1,NA
"20402","Santa María Cortijo",3,0,NA
"20154","San Ildefonso Amatlán",0,0,NA
"20155","San Ildefonso Sola",1,0,NA
"20156","San Ildefonso Villa Alta",0,0,NA
"20403","Santa María Coyotepec",0,0,532.8645292
"20419","Santa María Jaltianguis",0,0,NA
"20405","Villa de Chilapa de Díaz",0,0,NA
"20409","Santa María del Tule",0,0,591.4652087
"20264","San Miguel Chicahua",0,0,NA
"20411","Santa María Guelacé",0,0,NA
"20106","San Antonio Acutla",0,0,NA
"20198","San Juan Guichicovi",8.99999999999998,0,10911.92041
"20365","Santa Catarina Lachatao",0,0,NA
"20002","Acatlán de Pérez Figueroa",1,1,15637.56754
"20006","Asunción Nochixtlán",2,1,11827.8966
"20008","Asunción Tlacolulita",0,0,NA
"20009","Ayotzintepec",1,0,NA
"20010","El Barrio de la Soledad",3.99999999999998,1,NA
"20055","Mariscala de Juárez",0,0,NA
"20412","Santa María Guienagati",0,0,675.3992674
"20414","Santa María Huazolotitlán",2,0,NA
"20415","Santa María Ipalapa",1,0,NA
"20287","San Miguel Tulancingo",0,0,NA
"20291","San Pablo Coatlán",1,0,NA
"20298","San Pablo Villa de Mitla",0,1,5755.107031
"20385","Santa Cruz Xoxocotlán",7.99999999999997,10,42683.78229
"20416","Santa María Ixcatlán",0,0,NA
"20420","Santa María Lachixío",0,1,NA
"20023","Cuilápam de Guerrero",2,1,5765.477154
"20306","San Pedro el Alto",1,0,NA
"20310","San Pedro Ixtlahuaca",1,5,7090.097099
"20421","Santa María Mixtequilla",5.99999999999998,0,NA
"20309","San Pedro Ixcatlán",0,0,3125.849458
"20324","San Pedro Pochutla",7.99999999999997,2,24096.55068
"20337","San Pedro y San Pablo Ayutla",3,1,NA
"20351","San Simón Almolongas",0,0,NA
"20425","Santa María Pápalo",0,0,NA
"20426","Santa María Peñoles",0,0,NA
"20427","Santa María Petapa",7.99999999999997,1,6024.685691
"20428","Santa María Quiegolani",0,0,738.4615385
"20432","Santa María Temaxcalapa",0,0,NA
"20429","Santa María Sola",0,0,NA
"20430","Santa María Tataltepec",0,0,NA
"20431","Santa María Tecomavaca",0,0,NA
"20021","Cosolapa",3,2,NA
"20175","San Juan Bautista Atatlahuca",0,0,NA
"20270","San Miguel Huautla",0,0,NA
"20433","Santa María Temaxcaltepec",1,0,NA
"20436","Santa María Texcatitlán",0,0,NA
"20452","Santiago Apóstol",2,0,NA
"20442","Santa María Yalina",0,0,NA
"20438","Santa María Tlalixtac",0,0,NA
"20434","Santa María Teopoxco",0,0,692.8636532
"20444","Santa María Yolotepec",0,0,NA
"20443","Santa María Yavesía",0,0,NA
"20445","Santa María Yosoyúa",0,0,NA
"20448","Santa María Zaniza",0,0,NA
"20449","Santa María Zoquitlán",0,0,NA
"20462","Santiago Huajolotitlán",0,1,1875.913043
"20453","Santiago Astata",1,0,NA
"20454","Santiago Atitlán",0,0,NA
"20455","Santiago Ayuquililla",0,0,NA
"20458","Santiago Comaltepec",0,0,62.70734633
"20461","Santiago del Río",0,0,NA
"20465","Santiago Ixcuintepec",0,0,NA
"20466","Santiago Ixtayutla",6.99999999999999,1,NA
"20468","Santiago Jocotepec",2,0,3846.415316
"20470","Santiago Lachiguiri",0,0,NA
"20471","Santiago Lalopa",0,0,NA
"20472","Santiago Laollaga",0,0,NA
"20473","Santiago Laxopa",0,0,NA
"20474","Santiago Llano Grande",0,0,NA
"20475","Santiago Matatlán",1,1,NA
"20476","Santiago Miltepec",0,0,NA
"20389","Santa Inés Yatzeche",0,0,NA
"20478","Santiago Nacaltepec",0,0,137.1022561
"20479","Santiago Nejapilla",0,0,NA
"20012","Candelaria Loxicha",3,1,4663.90783
"20028","Heroica Ciudad de Ejutla de Crespo",12,5,NA
"20039","Heroica Ciudad de Huajuapan de León",17,19,38763.07477
"20064","Nejapa de Madero",0,0,NA
"20066","Santiago Niltepec",3,1,NA
"20067","Oaxaca de Juárez",21,44.9999999999997,149142.4901
"20068","Ocotlán de Morelos",7.99999999999997,3,NA
"20073","Putla Villa de Guerrero",14,0,16777.3812
"20085","San Agustín Loxicha",3,0,5992.384126
"20088","San Andrés Cabecera Nueva",0,0,NA
"20483","Santiago Suchilquitongo",0,3,NA
"20486","Villa Tejúpam de la Unión",1,3,NA
"20093","San Andrés Lagunas",0,0,NA
"20113","San Baltazar Loxicha",0,0,NA
"20487","Santiago Tenango",2,0,NA
"20488","Santiago Tepetlapa",0,0,NA
"20496","Santiago Xiacuí",0,0,NA
"20509","Santo Domingo de Morelos",3.99999999999998,0,NA
"20557","Unión Hidalgo",1,0,5764.76325
"20560","Villa Díaz Ordaz",0,0,1212.894737
"20038","Villa Hidalgo Yalálag",0,0,NA
"20238","Heroico San Martín de los Cansecos",0,0,NA
"21180","Tlahuapan",5,19,22720.96053
"21080","Atlequizayan",0,0,NA
"21087","Jolalpan",1,0,NA
"21088","Jonotla",3,0,NA
"21081","Ixcamilpa de Guerrero",1,0,NA
"21083","Ixtacamaxtitlán",0,2,10006.26606
"21197","Xicotepec",5,5.99999999999998,35657.85147
"21193","Tzicatlacoyan",2,0,NA
"21192","Tuzamapan de Galeana",1,0,NA
"21215","Zongozotla",0,0,NA
"21191","Tulcingo",3.99999999999998,1,NA
"21216","Zoquiapan",1,0,NA
"21199","Xiutetelco",1,3,NA
"21198","Xicotlán",5,0,NA
"21178","Tlacuilotepec",1,0,NA
"21105","Ocotepec",0,2,NA
"21132","San Martín Texmelucan",56.9999999999997,196,97205.59514
"21143","San Salvador el Verde",7.99999999999997,40.9999999999998,NA
"21176","Tilapa",3,3.99999999999998,NA
"21174","Teziutlán",3,5,58886.71123
"21171","Tepeyahualco de Cuauhtémoc",0,3.99999999999998,NA
"21103","Nicolás Bravo",3.99999999999998,7.99999999999997,NA
"21102","Nealtican",1,3,NA
"21142","San Salvador el Seco",2,18,20097
"21101","Nauzontla",0,0,NA
"21100","Naupan",3,0,NA
"21099","Cañada Morelos",6.99999999999999,5.99999999999998,7009.135666
"21098","Molcaxac",1,0,NA
"21001","Acajete",5.99999999999998,52.9999999999997,32153.35758
"21182","Tlanepantla",2,3,NA
"21201","Xochiltepec",0,0,NA
"21110","Palmar de Bravo",2,46.9999999999999,18358.33695
"21109","Pahuatlán",2,0,9667.290668
"21067","Guadalupe Victoria",0,5,NA
"21147","Santa Inés Ahuatempan",0,0,NA
"21204","Yaonáhuac",0,0,NA
"21108","Oriental",1,36,NA
"21066","Guadalupe",0,1,2852.545777
"21167","Tepetzintla",0,0,3034.575334
"21166","Tepeojuma",3,1,NA
"21065","General Felipe Ángeles",2,7.99999999999997,NA
"21181","Tlaltenango",0,2,NA
"21064","Francisco Z. Mena",0,0,NA
"21148","Santa Isabel Cholula",1,5.99999999999998,2267.066941
"21063","Esperanza",1,36.9999999999998,NA
"21217","Zoquitlán",0,0,3783.91093
"21207","Zacapoaxtla",3,2,23369.76867
"21214","Zinacatepec",0,2,NA
"21059","Chinantla",2,3,NA
"21058","Chilchotla",1,0,4689.573019
"21057","Honey",1,1,1849.275123
"21056","Chila de la Sal",0,0,NA
"21107","Olintla",1,0,NA
"21106","Ocoyucan",7.99999999999997,11,20103.29356
"21055","Chila",0,1,NA
"21200","Xochiapulco",0,0,659.4285714
"21051","Chietla",20,12,22868.20815
"21050","Chichiquila",0,0,NA
"21096","Mazapiltepec de Juárez",1,20,NA
"21095","La Magdalena Tlatlauquitepec",0,0,NA
"21094","Libres",3.99999999999998,26,15077.93619
"21093","Lafragua",1,0,2888.387179
"21092","Juan N. Méndez",0,0,NA
"21091","Juan Galindo",3,3,3177.715028
"21208","Zacatlán",15,22,43057.10998
"21090","Juan C. Bonilla",7.99999999999997,32,NA
"21037","Coyotepec",1,0,NA
"21035","Coxcatlán",0,1,NA
"21034","Coronango",15,81.9999999999999,23416.054
"21033","Cohuecan",1,1,NA
"21032","Cohetzala",0,0,NA
"21031","Coatzingo",0,1,NA
"21030","Coatepec",0,0,NA
"21029","Caxhuacan",0,0,NA
"21028","Camocuautla",0,0,NA
"21020","Atoyatempan",2,1,2218.297751
"21077","Hueytlalpan",0,0,NA
"21074","Huejotzingo",13,52.9999999999997,43997.99729
"21022","Atzitzihuacán",0,1,NA
"21025","Ayotoxco de Guerrero",0,0,NA
"21177","Tlacotepec de Benito Juárez",7.99999999999997,20,27917.90462
"21075","Hueyapan",0,0,6378.4
"21078","Huitzilan de Serdán",2,0,NA
"21079","Huitziltepec",1,2,NA
"21187","Tlaxco",0,1,NA
"21188","Tochimilco",2,2,NA
"21189","Tochtepec",2,27,11728.18644
"21190","Totoltepec de Guerrero",0,1,NA
"21194","Venustiano Carranza",5.99999999999998,13,9285.5
"21184","Tlapacoya",1,0,1639.873927
"21185","Tlapanalá",1,2,NA
"21082","Ixcaquixtla",0,0,NA
"21085","Izúcar de Matamoros",23,13,37791.69426
"21104","Nopalucan",3,23,11378.95652
"21122","San Felipe Teotlalcingo",1,5,NA
"21123","San Felipe Tepatlán",0,0,NA
"21012","Aljojuca",0,1,NA
"21013","Altepexi",2,1,NA
"21007","Ahuatlán",0,0,NA
"21011","Albino Zertuche",0,0,NA
"21018","Atexcal",0,1,NA
"21054","Chignautla",0,3.99999999999998,NA
"21127","San Jerónimo Xayacatlán",0,0,NA
"21129","San José Miahuatlán",1,6.99999999999999,NA
"21130","San Juan Atenco",1,3.99999999999998,NA
"21213","Zihuateutla",0,0,NA
"21124","San Gabriel Chilac",1,2,NA
"21169","Tepexi de Rodríguez",0,0,6180.768827
"21159","Teopantlán",1,0,NA
"21156","Tehuacán",37.9999999999997,62.9999999999999,187505.2417
"21155","Tecomatlán",0,1,914.2398883
"21154","Tecamachalco",21,100,40381.79746
"21172","Tetela de Ocampo",3.99999999999998,1,13994.08017
"21179","Tlachichuca",2,2,13046.49248
"21153","Tecali de Herrera",1,13,11778.0603
"21151","Santo Tomás Hueyotlipan",0,3.99999999999998,NA
"21121","San Diego la Mesa Tochimiltzingo",0,0,NA
"21202","Xochitlán de Vicente Suárez",2,0,2902.265726
"21203","Xochitlán Todos Santos",1,2,2570.687438
"21073","Huehuetlán el Chico",3.99999999999998,1,3151.502886
"21097","Mixtla",1,0,NA
"21036","Coyomeapan",0,1,NA
"21044","Cuyoaco",1,21,9693.127423
"21060","Domingo Arenas",0,0,NA
"21061","Eloxochitlán",5,1,NA
"21062","Epatlán",1,0,NA
"21068","Hermenegildo Galeana",0,0,NA
"21072","Huehuetla",1,0,7014.636364
"21160","Teotlalco",2,0,NA
"21161","Tepanco de López",2,8.99999999999998,NA
"21024","Axutla",2,0,NA
"21186","Tlatlauquitepec",2,3.99999999999998,NA
"21170","Tepeyahualco",2,38.9999999999999,NA
"21196","Xayacatlán de Bravo",0,0,NA
"21117","Rafael Lara Grajales",1,20,8692.428017
"21017","Atempan",1,2,NA
"21019","Atlixco",17,62,56472.09419
"21173","Teteles de Ávila Castillo",0,0,NA
"21175","Tianguismanalco",3,0,NA
"21052","Chigmecatitlán",0,0,NA
"21069","Huaquechula",5.99999999999998,3,NA
"21168","Tepexco",1,2,NA
"21157","Tehuitzingo",2,7.99999999999997,NA
"21162","Tepango de Rodríguez",0,0,865.5787366
"21209","Zapotitlán",0,1,NA
"21118","Los Reyes de Juárez",5,13,12733.84985
"21119","San Andrés Cholula",8.99999999999998,88.9999999999999,47019.87612
"21120","San Antonio Cañada",0,3,NA
"21125","San Gregorio Atzompa",1,11,4636.970425
"21126","San Jerónimo Tecuanipan",1,2,NA
"21128","San José Chiapa",3,32,NA
"21158","Tenampulco",0,1,NA
"21053","Chignahuapan",12,58.9999999999999,36776.57143
"21002","Acateno",0,1,NA
"21003","Acatlán",2,3.99999999999998,8273.525125
"21004","Acatzingo",11,97.9999999999998,38785
"21005","Acteopan",1,0,NA
"21006","Ahuacatlán",2,1,2502.246948
"21008","Ahuazotepec",0,10,4184
"21133","San Martín Totoltepec",0,0,NA
"21134","San Matías Tlalancaleca",5.99999999999998,12,NA
"21135","San Miguel Ixitlán",0,0,NA
"21137","San Nicolás Buenos Aires",0,3.99999999999998,NA
"21138","San Nicolás de los Ranchos",0,2,3414.191149
"21139","San Pablo Anicano",1,0,NA
"21140","San Pedro Cholula",3.99999999999998,95.9999999999996,53413.87941
"21141","San Pedro Yeloixtlahuaca",0,0,NA
"21205","Yehualtepec",2,5.99999999999998,NA
"21023","Atzitzintla",2,11,NA
"21116","Quimixtlán",2,0,NA
"21115","Quecholac",5.99999999999998,51.9999999999998,10155.01109
"21114","Puebla",181,843.999999999997,972278.4562
"21144","San Salvador Huixcolotla",3.99999999999998,23,NA
"21145","San Sebastián Tlacotepec",2,0,NA
"21146","Santa Catarina Tlaltempan",0,0,NA
"21149","Santiago Miahuatlán",3.99999999999998,6.99999999999999,12853.18076
"21150","Huehuetlán el Grande",0,0,NA
"21010","Ajalpan",0,1,32988.66542
"21014","Amixtlán",0,0,1323.75
"21015","Amozoc",17,307,73048.31657
"21016","Aquixtla",0,2,NA
"21021","Atzala",1,0,NA
"21026","Calpan",2,3.99999999999998,5979.898663
"21027","Caltepec",0,1,NA
"21165","Tepemaxalco",0,0,NA
"21152","Soltepec",1,6.99999999999999,NA
"21206","Zacapala",0,0,NA
"21211","Zaragoza",1,6.99999999999999,NA
"21212","Zautla",0,3.99999999999998,NA
"21163","Tepatlaxco de Hidalgo",0,3,NA
"21049","Chiconcuautla",2,2,NA
"21048","Chiautzingo",0,0,10467.94272
"21047","Chiautla",6.99999999999999,1,NA
"21195","Vicente Guerrero",1,0,NA
"21164","Tepeaca",7.99999999999997,54.9999999999999,40876.88888
"21046","Chapulco",3,2,NA
"21210","Zapotitlán de Méndez",0,0,NA
"21136","San Miguel Xoxtla",0,25,6098.719952
"21045","Chalchicomula de Sesma",5,20,19419.56364
"21043","Cuetzalan del Progreso",3,0,23860.25416
"21084","Ixtepec",0,0,NA
"21086","Jalpan",0,5.99999999999998,5956.040595
"21042","Cuayuca de Andrade",0,1,1347.641049
"21113","Piaxtla",0,0,NA
"21131","San Juan Atzompa",0,0,NA
"21089","Jopala",0,0,NA
"21041","Cuautlancingo",11,175,86623.54163
"21040","Cuautinchán",2,5.99999999999998,NA
"21039","Cuautempan",0,0,NA
"21038","Cuapiaxtla de Madero",5,11,NA
"21112","Petlalcingo",3.99999999999998,0,NA
"21009","Ahuehuetitla",0,0,NA
"21076","Hueytamalco",2,1,NA
"21183","Tlaola",6.99999999999999,3.99999999999998,NA
"21071","Huauchinango",14,55.9999999999998,43214.56532
"21070","Huatlatlauca",0,0,NA
"21111","Pantepec",3.99999999999998,1,NA
"22002","Pinal de Amoles",3,0,7677.046398
"22010","Landa de Matamoros",3,0,4860.000191
"22006","Corregidora",16,30,55225.82316
"22003","Arroyo Seco",0,0,3006.09375
"22011","El Marqués",15,35,73182.50894
"22012","Pedro Escobedo",3,14,29772.21203
"22015","San Joaquín",0,0,1003.272786
"22016","San Juan del Río",19,58.9999999999999,117554.033
