"CVEGEO","NOMGEO","VIVPAR_HAB","no_VIVPAR_HAB","POBTOT","no_POBTOT","pct_VPH_SINTIC","no_pct_VPH_SINTIC","pct_VPH_C_ELEC","no_pct_VPH_C_ELEC","pct_VPH_AGUADV","no_pct_VPH_AGUADV","pct_VPH_PISODT","no_pct_VPH_PISODT","pct_VPH_PISOTI","no_pct_VPH_PISOTI","pct_VPH_1CUART","no_pct_VPH_1CUART"
"20281","San Miguel Tecomatlán",117,0,305,0,0.0256410256410256,0,0.982905982905983,0,0.982905982905983,0,0.982905982905983,0,0.00854700854700855,0,0.0256410256410256,0
"20274","San Miguel Piedras",351,0,1328,0,0.299145299145299,0,0.954415954415954,0,0.692307692307692,0,0.723646723646724,0,0.276353276353276,0,0.0826210826210826,0
"20532","Santo Tomás Ocotepec",978,0,4066,0,0.254601226993865,0,1.03783231083845,0,1.05112474437628,0,0.81799591002045,0,0.258691206543967,0,0.049079754601227,0
"20280","Villa Talea de Castro",709,0,2011,0,0.0662905500705219,0,0.992947813822285,0,0.991537376586742,0,0.867418899858956,0,0.126939351198872,0,0.0155148095909732,0
"20533","Santo Tomás Tamazulapan",746,0,2726,0,0.0509383378016086,0,0.967828418230563,0,0.954423592493298,0,0.907506702412869,0,0.0844504021447721,0,0.0616621983914209,0
"20368","Santa Catarina Minas",550,0,2067,0,0.0418181818181818,0,0.990909090909091,0,0.867272727272727,0,0.863636363636364,0,0.136363636363636,0,0.0527272727272727,0
"20282","San Miguel Tenango",226,0,653,0,0.084070796460177,0,0.951327433628319,0,0.946902654867257,0,0.893805309734513,0,0.106194690265487,0,0.0353982300884956,0
"20052","Magdalena Tequisistlán",1838,0,5996,0,0.0990206746463547,0,0.982045701849837,0,0.978237214363438,0,0.912948857453754,0,0.112078346028292,0,0.130032644178455,0
"20283","San Miguel Tequixtepec",318,0,1044,0,0.0786163522012579,0,0.993710691823899,0,0.981132075471698,0,0.924528301886792,0,0.0754716981132075,0,0.0534591194968553,0
"20535","San Vicente Lachixío",715,0,3227,0,0.146853146853147,0,0.981818181818182,0,0.962237762237762,0,0.833566433566434,0,0.163636363636364,0,0.0265734265734266,0
"20286","San Miguel Tlacotepec",909,0,3100,0,0.0902090209020902,0,0.977997799779978,0,0.958195819581958,0,0.8998899889989,0,0.0968096809680968,0,0.0935093509350935,0
"20285","San Miguel Tlacamama",1018,0,3668,0,0.111984282907662,0,0.972495088408644,0,0.87229862475442,0,0.87524557956778,0,0.12278978388998,0,0.229862475442043,0
"20288","San Miguel Yotao",178,0,585,0,0.432584269662921,0,0.98314606741573,0,0.98314606741573,0,0.786516853932584,0,0.196629213483146,0,0.0617977528089888,0
"20289","San Nicolás",374,0,1214,0,0.122994652406417,0,0.986631016042781,0,0.96524064171123,0,0.879679144385027,0,0.120320855614973,0,0.106951871657754,0
"20290","San Nicolás Hidalgo",269,0,1043,0,0.0631970260223048,0,0.992565055762082,0,0.970260223048327,0,0.962825278810409,0,0.0371747211895911,0,0.033457249070632,0
"20292","San Pablo Cuatro Venados",339,0,1510,0,0.106194690265487,0,0.991150442477876,0,0.761061946902655,0,0.781710914454277,0,0.23598820058997,0,0.0855457227138643,0
"20380","Santa Cruz Papalutla",645,0,2242,0,0.0511627906976744,0,0.995348837209302,0,0.962790697674419,0,0.916279069767442,0,0.0821705426356589,0,0.0852713178294574,0
"20294","San Pablo Huitzo",1898,0,7035,0,0.0184404636459431,0,0.991570073761855,0,0.898840885142255,0,0.944678609062171,0,0.0569020021074816,0,0.0421496311907271,0
"20043","Heroica Ciudad de Juchitán de Zaragoza",25127,0,113570,0,0.0403947944442233,0,1.11752298324511,0,1.09857921757472,0,1.07422294742707,0,0.0532494925777053,0,0.152266486249851,0
"20295","San Pablo Huixtepec",2683,0,10020,0,0.0160268356317555,0,0.987327618337682,0,0.986954901229966,0,0.887066716362281,0,0.111442415206858,0,0.0540439806187104,0
"20538","Sitio de Xitlapehua",203,0,713,0,0.0591133004926108,0,0.995073891625616,0,0.96551724137931,0,0.931034482758621,0,0.0689655172413793,0,0.113300492610837,0
"20296","San Pablo Macuiltianguis",306,0,955,0,0.0816993464052288,0,0.996732026143791,0,0.993464052287582,0,0.957516339869281,0,0.042483660130719,0,0.0261437908496732,0
"20297","San Pablo Tijaltepec",606,0,2751,0,0.420792079207921,0,0.886138613861386,0,0.887788778877888,0,0.740924092409241,0,0.262376237623762,0,0.0973597359735974,0
"20304","San Pedro Coxcaltepec Cántaros",231,0,716,0,0.194805194805195,0,0.987012987012987,0,0.861471861471861,0,0.813852813852814,0,0.186147186147186,0,0.051948051948052,0
"20299","San Pablo Yaganiza",323,0,1125,0,0.139318885448916,0,0.993808049535604,0,0.993808049535604,0,0.913312693498452,0,0.0835913312693498,0,0.139318885448916,0
"20300","San Pedro Amuzgos",1886,0,6632,0,0.193531283138918,0,0.95864262990456,0,0.924178154825027,0,0.855779427359491,0,0.135737009544008,0,0.15694591728526,0
"20308","San Pedro Huilotepec",869,0,3307,0,0.0448791714614499,0,0.979286536248562,0,0.965477560414269,0,0.800920598388953,0,0.199079401611047,0,0.294591484464902,0
"20301","San Pedro Apóstol",454,0,1594,0,0.039647577092511,0,0.982378854625551,0,0.982378854625551,0,0.737885462555066,0,0.262114537444934,0,0.0616740088105727,0
"20311","San Pedro Jaltepetongo",161,0,483,0,0.130434782608696,0,0.993788819875776,0,0.869565217391304,0,0.509316770186335,0,0.490683229813665,0,0.111801242236025,0
"20302","San Pedro Atoyac",1118,0,4559,0,0.198568872987478,0,0.971377459749553,0,0.910554561717352,0,0.804114490161002,0,0.195885509838998,0,0.200357781753131,0
"20303","San Pedro Cajonos",359,0,1081,0,0.108635097493036,0,1.00278551532033,0,1,0,0.774373259052925,0,0.228412256267409,0,0.122562674094708,0
"20305","San Pedro Comitancillo",1434,0,4333,0,0.0529986052998605,0,0.98465829846583,0,0.974198047419805,0,0.968619246861925,0,0.0299860529986053,0,0.101115760111576,0
"20321","San Pedro Nopala",201,0,751,0,0.134328358208955,0,0.985074626865672,0,0.965174129353234,0,0.880597014925373,0,0.114427860696517,0,0.0298507462686567,0
"20332","San Pedro Topiltepec",131,0,373,0,0.0763358778625954,0,0.99236641221374,0,1,0,0.916030534351145,0,0.083969465648855,0,0.0610687022900763,0
"20307","San Pedro Huamelula",3071,0,9735,0,0.123086942364051,0,0.970693585151416,0,0.908498860306089,0,0.920872679908824,0,0.085965483555845,0,0.192445457505698,0
"20312","San Pedro Jicayán",2674,0,11279,0,0.160807778608826,0,0.976813762154076,0,0.555721765145849,0,0.837322363500374,0,0.164547494390426,0,0.136125654450262,0
"20313","San Pedro Jocotipac",270,0,730,0,0.177777777777778,0,0.977777777777778,0,0.988888888888889,0,0.796296296296296,0,0.2,0,0.0777777777777778,0
"20314","San Pedro Juchatengo",492,0,1755,0,0.258130081300813,0,0.981707317073171,0,0.98780487804878,0,0.869918699186992,0,0.119918699186992,0,0.0833333333333333,0
"20079","Salina Cruz",25259,0,84438,0,0.0200720535254761,0,0.999524921810048,0,0.920820301674651,0,0.980482204362801,0,0.0277128944138723,0,0.13365533077319,0
"20331","San Pedro Tidaá",331,0,982,0,0.16012084592145,0,0.978851963746224,0,0.972809667673716,0,0.858006042296072,0,0.141993957703928,0,0.0574018126888218,0
"20315","San Pedro Mártir",491,0,1899,0,0.10183299389002,0,0.989816700610998,0,0.676171079429735,0,0.378818737270876,0,0.619144602851324,0,0.0753564154786151,0
"20316","San Pedro Mártir Quiechapa",218,0,738,0,0.215596330275229,0,0.963302752293578,0,0.995412844036697,0,0.779816513761468,0,0.215596330275229,0,0.0825688073394495,0
"20207","San Juan Mazatlán",5038,0,19032,0,0.19789599047241,0,0.958316792377928,0,0.884874950377134,0,0.826319968241366,0,0.169114728066693,0,0.0780071456927352,0
"20317","San Pedro Mártir Yucuxaco",431,0,1257,0,0.1415313225058,0,0.955916473317865,0,0.779582366589327,0,0.835266821345708,0,0.164733178654292,0,0.0696055684454756,0
"20356","Santa Ana del Valle",600,0,2179,0,0.05,0,0.995,0,0.903333333333333,0,0.883333333333333,0,0.118333333333333,0,0.0583333333333333,0
"20319","San Pedro Mixtepec",321,0,972,0,0.49221183800623,0,0.975077881619938,0,0.990654205607477,0,0.757009345794392,0,0.242990654205607,0,0.0996884735202492,0
"20320","San Pedro Molinos",225,0,706,0,0.191111111111111,0,0.991111111111111,0,0.96,0,0.808888888888889,0,0.195555555555556,0,0.0133333333333333,0
"20322","San Pedro Ocopetatillo",244,0,786,0,0.139344262295082,0,0.991803278688525,0,0.926229508196721,0,0.762295081967213,0,0.241803278688525,0,0.0614754098360656,0
"20323","San Pedro Ocotepec",556,0,2404,0,0.242805755395683,0,0.974820143884892,0,0.983812949640288,0,0.890287769784173,0,0.109712230215827,0,0.0251798561151079,0
"20325","San Pedro Quiatoni",3137,0,11930,0,0.153331208160663,0,0.948039528211667,0,0.880140261396238,0,0.760918074593561,0,0.226012113484221,0,0.190309212623526,0
"20326","San Pedro Sochiápam",1211,0,5052,0,0.290668868703551,0,0.960363336085879,0,0.844756399669695,0,0.86952931461602,0,0.127993393889348,0,0.127993393889348,0
"20328","San Pedro Taviche",359,0,1441,0,0.200557103064067,0,0.986072423398329,0,0.816155988857939,0,0.835654596100279,0,0.164345403899721,0,0.142061281337047,0
"20335","San Pedro Yaneri",252,0,867,0,0.238095238095238,0,0.992063492063492,0,0.976190476190476,0,0.75,0,0.25,0,0.0476190476190476,0
"20336","San Pedro Yólox",492,0,1697,0,0.0528455284552846,0,0.991869918699187,0,0.997967479674797,0,0.928861788617886,0,0.0711382113821138,0,0.0345528455284553,0
"20339","San Pedro y San Pablo Teposcolula",1225,0,4353,0,0.0726530612244898,0,0.980408163265306,0,0.962448979591837,0,0.936326530612245,0,0.0628571428571429,0,0.0653061224489796,0
"20340","San Pedro y San Pablo Tequixtepec",625,0,1747,0,0.112,0,0.9472,0,0.9376,0,0.8864,0,0.0944,0,0.0992,0
"20341","San Pedro Yucunama",69,0,241,0,0.0869565217391304,0,0.985507246376812,0,1.01449275362319,0,0.884057971014493,0,0.173913043478261,0,0.072463768115942,0
"20342","San Raymundo Jalpan",1290,0,4105,0,0.0155038759689922,0,0.992248062015504,0,0.937984496124031,0,0.908527131782946,0,0.0922480620155039,0,0.0410852713178295,0
"20343","San Sebastián Abasolo",566,0,1999,0,0.0265017667844523,0,0.984098939929329,0,0.962897526501767,0,0.901060070671378,0,0.100706713780919,0,0.0671378091872792,0
"20345","San Sebastián Ixcapa",1214,0,4188,0,0.132619439868204,0,0.981878088962109,0,0.85172981878089,0,0.903624382207578,0,0.0930807248764415,0,0.186161449752883,0
"20346","San Sebastián Nicananduta",482,0,1542,0,0.0829875518672199,0,0.989626556016598,0,0.99792531120332,0,0.902489626556017,0,0.0954356846473029,0,0.0954356846473029,0
"20347","San Sebastián Río Hondo",1014,0,4202,0,0.142011834319527,0,0.968441814595661,0,0.952662721893491,0,0.869822485207101,0,0.11439842209073,0,0.0325443786982249,0
"20539","Soledad Etla",1658,0,6348,0,0.0265379975874548,0,0.963208685162847,0,0.893244873341375,0,0.955971049457177,0,0.0464414957780458,0,0.0778045838359469,0
"20211","San Juan Ozolotepec",763,0,3411,0,0.385321100917431,0,0.942332896461337,0,0.982961992136304,0,0.791612057667104,0,0.205766710353866,0,0.0760157273918742,0
"20212","San Juan Petlapa",835,0,3117,0,0.534131736526946,0,0.978443113772455,0,0.908982035928144,0,0.718562874251497,0,0.276646706586826,0,0.102994011976048,0
"20213","San Juan Quiahije",889,0,4203,0,0.0247469066366704,0,0.962879640044994,0,0.971878515185602,0,0.895388076490439,0,0.0922384701912261,0,0.0224971878515186,0
"20348","San Sebastián Tecomaxtlahuaca",2295,0,8192,0,0.133333333333333,0,0.961655773420479,0,0.944226579520697,0,0.806100217864924,0,0.182135076252723,0,0.115904139433551,0
"20349","San Sebastián Teitipac",638,0,2189,0,0.0752351097178683,0,0.971786833855799,0,0.794670846394984,0,0.869905956112853,0,0.125391849529781,0,0.0517241379310345,0
"20540","Villa de Tamazulápam del Progreso",2233,0,8326,0,0.0367218987908643,0,0.978056426332288,0,0.976712942230184,0,0.891625615763547,0,0.107926556202418,0,0.0855351545006717,0
"20350","San Sebastián Tutla",4956,0,16878,0,0.00242130750605327,0,1.0135189669088,0,1.00625504439064,0,0.989911218724778,0,0.0240112994350282,0,0.0304681194511703,0
"20352","San Simón Zahuatlán",595,0,4940,0,0.129411764705882,0,0.984873949579832,0,0.921008403361344,0,0.979831932773109,0,0.0218487394957983,0,0.0873949579831933,0
"20353","Santa Ana",614,0,2406,0,0.0781758957654723,0,0.98371335504886,0,0.972312703583062,0,0.899022801302932,0,0.107491856677524,0,0.0374592833876222,0
"20354","Santa Ana Ateixtlahuaca",142,0,477,0,0.23943661971831,0,0.957746478873239,0,0.964788732394366,0,0.816901408450704,0,0.176056338028169,0,0.0704225352112676,0
"20355","Santa Ana Cuauhtémoc",225,0,681,0,0.231111111111111,0,1.01333333333333,0,1.02666666666667,0,0.933333333333333,0,0.102222222222222,0,0.0711111111111111,0
"20358","Santa Ana Tlapacoyan",614,0,1958,0,0.0863192182410423,0,0.980456026058632,0,0.949511400651466,0,0.884364820846905,0,0.117263843648208,0,0.0602605863192182,0
"20360","Santa Ana Zegache",1171,0,3981,0,0.0683176771989752,0,0.983774551665243,0,0.898377455166524,0,0.824935952177626,0,0.174210076857387,0,0.0939368061485909,0
"20361","Santa Catalina Quierí",252,0,825,0,0.353174603174603,0,0.944444444444444,0,0.988095238095238,0,0.821428571428571,0,0.178571428571429,0,0.0476190476190476,0
"20362","Santa Catarina Cuixtla",435,0,1495,0,0.032183908045977,0,0.96551724137931,0,0.979310344827586,0,0.882758620689655,0,0.114942528735632,0,0.0206896551724138,0
"20363","Santa Catarina Ixtepeji",772,0,2675,0,0.0479274611398964,0,0.990932642487047,0,0.990932642487047,0,0.854922279792746,0,0.145077720207254,0,0.0362694300518135,0
"20369","Santa Catarina Quiané",656,0,2193,0,0.0503048780487805,0,0.98780487804878,0,0.960365853658537,0,0.829268292682927,0,0.169207317073171,0,0.0426829268292683,0
"20370","Santa Catarina Tayata",208,0,662,0,0.0432692307692308,0,0.971153846153846,0,0.971153846153846,0,0.841346153846154,0,0.153846153846154,0,0.0528846153846154,0
"20381","Santa Cruz Tacache de Mina",791,0,2940,0,0.0467762326169406,0,0.996207332490518,0,0.993678887484197,0,0.978508217446271,0,0.0202275600505689,0,0.0328697850821745,0
"20372","Santa Catarina Yosonotú",404,0,1316,0,0.482673267326733,0,1.07178217821782,0,0.757425742574257,0,0.987623762376238,0,0.108910891089109,0,0.0495049504950495,0
"20373","Santa Catarina Zapoquila",127,0,403,0,0.173228346456693,0,0.952755905511811,0,0.976377952755906,0,0.779527559055118,0,0.21259842519685,0,0.094488188976378,0
"20374","Santa Cruz Acatepec",421,0,1645,0,0.142517814726841,0,0.973871733966746,0,0.912114014251782,0,0.560570071258907,0,0.441805225653207,0,0.0665083135391924,0
"20293","San Pablo Etla",5031,0,17116,0,0.00814947326575234,0,0.994832041343669,0,0.948916716358577,0,0.973961439077718,0,0.0254422580003975,0,0.0296163784535878,0
"20375","Santa Cruz Amilpas",3540,0,13200,0,0.00677966101694915,0,1.00310734463277,0,0.953389830508475,0,0.956214689265537,0,0.05,0,0.143502824858757,0
"20376","Santa Cruz de Bravo",100,0,365,0,0.14,0,0.99,0,0.99,0,0.95,0,0.05,0,0.02,0
"20382","Santa Cruz Tacahua",351,0,1182,0,0.301994301994302,0,0.974358974358974,0,0.988603988603989,0,0.9002849002849,0,0.0997150997150997,0,0.136752136752137,0
"20383","Santa Cruz Tayata",175,0,595,0,0.188571428571429,0,1,0,1,0,0.737142857142857,0,0.274285714285714,0,0.0285714285714286,0
"20384","Santa Cruz Xitla",1137,0,4794,0,0.0659630606860158,0,0.98504837291117,0,0.961301671064204,0,0.754617414248021,0,0.244503078276165,0,0.0448548812664908,0
"20386","Santa Cruz Zenzontepec",4465,0,19079,0,0.429115341545353,0,0.956998880179171,0,0.952743561030235,0,0.573124300111982,0,0.426203807390817,0,0.09003359462486,0
"20387","Santa Gertrudis",838,0,2891,0,0.035799522673031,0,0.997613365155131,0,0.968973747016706,0,0.941527446300716,0,0.058472553699284,0,0.0536992840095465,0
"20179","San Juan Bautista Jayacatlán",409,0,1447,0,0.141809290953545,0,0.982885085574572,0,0.987775061124694,0,0.838630806845966,0,0.161369193154034,0,0.0562347188264059,0
"20388","Santa Inés del Monte",643,0,2809,0,0.0513219284603421,0,0.94556765163297,0,0.839813374805599,0,0.841368584758942,0,0.157076205287714,0,0.0699844479004666,0
"20390","Santa Lucía del Camino",13903,0,50362,0,0.00618571531324175,0,1.01503272674962,0,0.998849169244048,0,0.985974250161836,0,0.0307847227217147,0,0.171114148025606,0
"20408","Santa María del Rosario",144,0,499,0,0.0763888888888889,0,0.979166666666667,0,0.944444444444444,0,0.875,0,0.125,0,0.0763888888888889,0
"20391","Santa Lucía Miahuatlán",820,0,3375,0,0.173170731707317,0,0.942682926829268,0,0.969512195121951,0,0.702439024390244,0,0.296341463414634,0,0.074390243902439,0
"20418","Santa María Jalapa del Marqués",3598,0,11735,0,0.0441912173429683,0,0.964980544747082,0,0.961367426347971,0,0.894663702056698,0,0.0997776542523624,0,0.140633685380767,0
"20392","Santa Lucía Monteverde",1875,0,6726,0,0.2672,0,0.9344,0,0.749333333333333,0,0.7088,0,0.287466666666667,0,0.0618666666666667,0
"20393","Santa Lucía Ocotlán",1027,0,4173,0,0.0749756572541383,0,0.992210321324245,0,0.962999026290166,0,0.84031158714703,0,0.15968841285297,0,0.113924050632911,0
"20394","Santa María Alotepec",794,0,2796,0,0.204030226700252,0,0.98992443324937,0,0.822418136020151,0,0.851385390428212,0,0.163727959697733,0,0.0390428211586902,0
"20395","Santa María Apazco",505,0,1629,0,0.237623762376238,0,0.936633663366337,0,0.845544554455446,0,0.79009900990099,0,0.205940594059406,0,0.0534653465346535,0
"20396","Santa María la Asunción",939,0,3259,0,0.272630457933972,0,0.964856230031949,0,0.818956336528222,0,0.839190628328009,0,0.15122470713525,0,0.15122470713525,0
"20397","Heroica Ciudad de Tlaxiaco",10565,0,40123,0,0.0574538570752485,0,0.980785612872693,0,0.876668244202556,0,0.824041646947468,0,0.171036441079035,0,0.101845716990062,0
"20398","Ayoquezco de Aldama",1380,0,4874,0,0.0594202898550725,0,0.978260869565217,0,0.961594202898551,0,0.867391304347826,0,0.121014492753623,0,0.072463768115942,0
"20399","Santa María Atzompa",11324,0,41921,0,0.0120098904980572,0,0.979600847756976,0,0.837336630166019,0,0.915930766513599,0,0.0830978452843518,0,0.102878841398799,0
"20400","Santa María Camotlán",529,0,1713,0,0.0623818525519849,0,0.97164461247637,0,0.956521739130435,0,0.960302457466919,0,0.0359168241965974,0,0.103969754253308,0
"20402","Santa María Cortijo",322,0,1067,0,0.0900621118012422,0,0.984472049689441,0,0.996894409937888,0,0.937888198757764,0,0.0745341614906832,0,0.316770186335404,0
"20154","San Ildefonso Amatlán",672,0,2329,0,0.267857142857143,0,0.970238095238095,0,0.967261904761905,0,0.897321428571429,0,0.0967261904761905,0,0.03125,0
"20155","San Ildefonso Sola",260,0,1060,0,0.138461538461538,0,0.926923076923077,0,0.826923076923077,0,0.8,0,0.196153846153846,0,0.0769230769230769,0
"20156","San Ildefonso Villa Alta",1098,0,3677,0,0.152094717668488,0,0.991803278688525,0,0.992714025500911,0,0.899817850637523,0,0.0974499089253188,0,0.0382513661202186,0
"20403","Santa María Coyotepec",1079,0,3751,0,0.0194624652455978,0,0.973123262279889,0,0.950880444856348,0,0.941612604263207,0,0.0454124189063948,0,0.142724745134384,0
"20419","Santa María Jaltianguis",176,0,592,0,0.0284090909090909,0,0.988636363636364,0,0.994318181818182,0,0.892045454545455,0,0.107954545454545,0,0.0170454545454545,0
"20405","Villa de Chilapa de Díaz",559,0,1815,0,0.0608228980322004,0,0.991055456171735,0,0.987477638640429,0,0.912343470483005,0,0.0876565295169946,0,0.0536672629695885,0
"20409","Santa María del Tule",2561,0,8939,0,0.0117141741507224,0,0.998438110113237,0,0.987504880905896,0,0.953924248340492,0,0.0464662241311988,0,0.0573994533385396,0
"20264","San Miguel Chicahua",629,0,2169,0,0.335453100158982,0,0.947535771065183,0,0.871224165341812,0,0.821939586645469,0,0.176470588235294,0,0.0556438791732909,0
"20411","Santa María Guelacé",251,0,908,0,0.0318725099601594,0,0.99203187250996,0,0.968127490039841,0,0.872509960159363,0,0.127490039840637,0,0.0637450199203187,0
"20106","San Antonio Acutla",83,0,249,0,0.132530120481928,0,1,0,1,0,0.975903614457831,0,0.0240963855421687,0,0.0843373493975904,0
"20198","San Juan Guichicovi",9080,0,29802,0,0.171035242290749,0,0.968502202643172,0,0.895704845814978,0,0.925881057268722,0,0.070374449339207,0,0.218061674008811,0
"20365","Santa Catarina Lachatao",373,0,1059,0,0.064343163538874,0,0.981233243967828,0,0.949061662198391,0,0.831099195710456,0,0.166219839142091,0,0.0616621983914209,0
"20002","Acatlán de Pérez Figueroa",12864,0,45167,0,0.0582245024875622,0,0.994325248756219,0,0.929259950248756,0,0.923585199004975,0,0.0869092039800995,0,0.105254975124378,0
"20006","Asunción Nochixtlán",5322,0,20464,0,0.049793310785419,0,0.959789552799699,0,0.870161593385945,0,0.870913190529876,0,0.125516723036452,0,0.0993987222848553,0
"20008","Asunción Tlacolulita",268,0,734,0,0.104477611940299,0,0.98134328358209,0,0.973880597014925,0,0.888059701492537,0,0.111940298507463,0,0.138059701492537,0
"20009","Ayotzintepec",1948,0,6857,0,0.157084188911704,0,0.981519507186858,0,0.93223819301848,0,0.912731006160164,0,0.0852156057494867,0,0.106776180698152,0
"20010","El Barrio de la Soledad",4283,0,13474,0,0.0343217371001634,0,1.00396918048097,0,0.988325939761849,0,0.993696007471399,0,0.0177445715619893,0,0.0908241886528134,0
"20055","Mariscala de Juárez",1075,0,3739,0,0.0586046511627907,0,0.993488372093023,0,0.933953488372093,0,0.976744186046512,0,0.0223255813953488,0,0.109767441860465,0
"20412","Santa María Guienagati",899,0,3178,0,0.172413793103448,0,0.938820912124583,0,0.992213570634038,0,0.847608453837597,0,0.152391546162403,0,0.232480533926585,0
"20414","Santa María Huazolotitlán",3582,0,11995,0,0.0798436627582356,0,0.977666108319375,0,0.914014517029592,0,0.929927414852038,0,0.0672808486878839,0,0.146286990508096,0
"20415","Santa María Ipalapa",1292,0,4878,0,0.0773993808049536,0,0.979876160990712,0,0.98374613003096,0,0.930340557275542,0,0.0657894736842105,0,0.0781733746130031,0
"20287","San Miguel Tulancingo",103,0,307,0,0.0776699029126214,0,0.990291262135922,0,0.970873786407767,0,0.951456310679612,0,0.0485436893203883,0,0.0388349514563107,0
"20291","San Pablo Coatlán",1102,0,4308,0,0.180580762250454,0,0.972776769509982,0,0.990925589836661,0,0.870235934664247,0,0.128856624319419,0,0.0372050816696915,0
"20298","San Pablo Villa de Mitla",3612,0,13587,0,0.0357142857142857,0,0.987541528239203,0,0.833056478405316,0,0.875968992248062,0,0.123477297895903,0,0.0894241417497231,0
"20385","Santa Cruz Xoxocotlán",27140,0,100402,0,0.00917464996315402,0,0.99686809137804,0,0.826713338246131,0,0.918496683861459,0,0.0874723655121592,0,0.081798084008843,0
"20416","Santa María Ixcatlán",161,0,461,0,0.118012422360248,0,1.00621118012422,0,0.937888198757764,0,0.714285714285714,0,0.298136645962733,0,0.0186335403726708,0
"20420","Santa María Lachixío",401,0,1679,0,0.316708229426434,0,0.950124688279302,0,0.985037406483791,0,0.72069825436409,0,0.269326683291771,0,0.0399002493765586,0
"20023","Cuilápam de Guerrero",6782,0,26882,0,0.0334709525213801,0,0.97758773223238,0,0.643025656148629,0,0.904158065467414,0,0.124152167502212,0,0.0785903863167207,0
"20306","San Pedro el Alto",999,0,4654,0,0.145145145145145,0,0.942942942942943,0,0.96996996996997,0,0.787787787787788,0,0.211211211211211,0,0.033033033033033,0
"20310","San Pedro Ixtlahuaca",3695,0,14552,0,0.0240866035182679,0,0.926116373477673,0,0.522056833558863,0,0.817320703653586,0,0.18105548037889,0,0.12638700947226,0
"20421","Santa María Mixtequilla",1505,0,4690,0,0.0478405315614618,0,0.979401993355482,0,0.968770764119601,0,0.92358803986711,0,0.0724252491694352,0,0.162790697674419,0
"20309","San Pedro Ixcatlán",2859,0,10368,0,0.212661769849598,0,0.956628191675411,0,0.753760055963624,0,0.685904162294509,0,0.303252885624344,0,0.305701294158797,0
"20324","San Pedro Pochutla",12693,0,48204,0,0.0698810367919326,0,0.964626171905775,0,0.905302135035059,0,0.849996060820925,0,0.147404080989522,0,0.184274797132278,0
"20337","San Pedro y San Pablo Ayutla",1603,0,5616,0,0.228945726762321,0,0.948222083593263,0,0.907049282595134,0,0.64504054897068,0,0.345601996257018,0,0.040548970679975,0
"20351","San Simón Almolongas",837,0,2802,0,0.0884109916367981,0,0.974910394265233,0,0.977299880525687,0,0.925925925925926,0,0.0752688172043011,0,0.0549581839904421,0
"20425","Santa María Pápalo",621,0,2058,0,0.215780998389694,0,0.996779388083736,0,0.998389694041868,0,0.861513687600644,0,0.15780998389694,0,0.112721417069243,0
"20426","Santa María Peñoles",1708,0,8967,0,0.376463700234192,0,0.925644028103044,0,0.950819672131147,0,0.720725995316159,0,0.279274004683841,0,0.0415690866510539,0
"20427","Santa María Petapa",4112,0,16706,0,0.064931906614786,0,1.06395914396887,0,0.952577821011673,0,1.02456225680934,0,0.0537451361867704,0,0.176070038910506,0
"20428","Santa María Quiegolani",529,0,2224,0,0.364839319470699,0,0.962192816635161,0,0.98109640831758,0,0.844990548204159,0,0.155009451795841,0,0.0718336483931947,0
"20432","Santa María Temaxcalapa",299,0,903,0,0.160535117056856,0,0.996655518394649,0,1,0,0.949832775919732,0,0.0501672240802676,0,0.0167224080267559,0
"20429","Santa María Sola",438,0,1516,0,0.0958904109589041,0,0.963470319634703,0,0.865296803652968,0,0.817351598173516,0,0.182648401826484,0,0.0799086757990868,0
"20430","Santa María Tataltepec",92,0,317,0,0.184782608695652,0,0.989130434782609,0,1,0,0.804347826086957,0,0.195652173913043,0,0.130434782608696,0
"20431","Santa María Tecomavaca",486,0,1830,0,0.088477366255144,0,0.993827160493827,0,0.965020576131687,0,0.849794238683128,0,0.146090534979424,0,0.104938271604938,0
"20021","Cosolapa",4120,0,14488,0,0.0400485436893204,0,0.98131067961165,0,0.956796116504854,0,0.916990291262136,0,0.0779126213592233,0,0.129854368932039,0
"20175","San Juan Bautista Atatlahuca",393,0,1424,0,0.178117048346056,0,0.979643765903308,0,0.994910941475827,0,0.913486005089059,0,0.089058524173028,0,0.0712468193384224,0
"20270","San Miguel Huautla",388,0,1311,0,0.314432989690722,0,0.938144329896907,0,0.737113402061856,0,0.778350515463918,0,0.224226804123711,0,0.0618556701030928,0
"20433","Santa María Temaxcaltepec",622,0,2694,0,0.263665594855305,0,0.937299035369775,0,0.983922829581994,0,0.802250803858521,0,0.196141479099678,0,0.0755627009646302,0
"20436","Santa María Texcatitlán",291,0,896,0,0.278350515463918,0,0.97594501718213,0,0.316151202749141,0,0.859106529209622,0,0.140893470790378,0,0.0996563573883162,0
"20452","Santiago Apóstol",1152,0,4421,0,0.0703125,0,0.989583333333333,0,0.967013888888889,0,0.510416666666667,0,0.487847222222222,0,0.0694444444444444,0
"20442","Santa María Yalina",83,0,250,0,0.108433734939759,0,1,0,0.975903614457831,0,0.891566265060241,0,0.108433734939759,0,0.072289156626506,0
"20438","Santa María Tlalixtac",470,0,1839,0,0.227659574468085,0,0.982978723404255,0,0.985106382978723,0,0.806382978723404,0,0.193617021276596,0,0.136170212765957,0
