CVEGEO,NOMGEO,homicidio_doloso_2025,robo_veh_violencia_2025,n_inseguro_popw,tdpa_avg,no_tdpa_avg,punto_generador_count,no_punto_generador_count,m_avg,no_m_avg,a_avg,no_a_avg,b_avg,no_b_avg,c2_avg,no_c2_avg,c3_avg,no_c3_avg,t3s2_avg,no_t3s2_avg,t3s3_avg,no_t3s3_avg,t3s2r4_avg,no_t3s2r4_avg,otros_avg,no_otros_avg,aa_avg,no_aa_avg,bb_avg,no_bb_avg,cc_avg,no_cc_avg,IM_2020,no_IM_2020,IE,no_IE,TCVCU,no_TCVCU,ICE,no_ICE,VIVPAR_HAB,no_VIVPAR_HAB,POBTOT,no_POBTOT,pct_VPH_SINTIC,no_pct_VPH_SINTIC,pct_VPH_C_ELEC,no_pct_VPH_C_ELEC,pct_VPH_AGUADV,no_pct_VPH_AGUADV,pct_VPH_PISODT,no_pct_VPH_PISODT,pct_VPH_PISOTI,no_pct_VPH_PISOTI,pct_VPH_1CUART,no_pct_VPH_1CUART,n_schools_avg,no_n_schools_avg,pct_con_bebederos,no_pct_con_bebederos,pct_con_proteccion_civil,no_pct_con_proteccion_civil,pct_con_cancha,no_pct_con_cancha,avg_anio_creacion,no_avg_anio_creacion,km_carretera_fed,km_carretera_est,km_cuota,km_camino,km_vereda,km_vialidad_urbana,km_total,n_federal_offices,no_n_federal_offices,n_aerodromes,no_n_aerodromes,n_heliports,no_n_heliports,has_aerodrome,has_heliport,serv_dre,no_serv_dre,dren_cab,no_dren_cab,dren_plu,no_dren_plu,tot_conx,no_tot_conx,prest_nu,no_prest_nu,n_sites_total,n_aduana,n_puerto,n_puerto_fronterizo,n_terminal_multimodal,n_estacion_ferrocarril,n_zona_industrial,n_almacen,n_zona_libre,n_aeropuerto,n_aeropuerto_internacional,n_pista_aerea,n_muelle_embarcadero,n_terminal_transbordador,n_central_camionera,n_estacion_pesaje,n_caseta_inspeccion,n_estacion_combustible,n_estacion_policia,n_oficina_gobierno,n_palacio_gobierno,n_palacio_justicia,n_estacion_bomberos,n_hospital,n_emergencia_medica,n_primeros_auxilios,n_universidad,n_centro_investigacion,n_atractivo_turistico,n_hotel_motel,n_museo,n_monumento_historico,n_centro_cultural,n_centro_convenciones,n_lugar_esparcimiento,n_mirador,n_parque_diversiones,n_parque_animal,n_campo_golf,n_restaurante,n_balneario,n_ex_hacienda,n_presa_turistica,n_area_natural_protegida,n_zona_arqueologica,n_lago_laguna,n_cascada,n_pueblo_magico,n_cenote,n_gruta,n_ruinas,n_teleferico_funicular,n_museo_historia,n_museo_arte,n_museo_ciencia,n_museo_ninos,n_turismo_historico,n_turismo_natural,n_turismo_cultural,n_turismo_recreativo,n_turismo_total,has_aduana,has_puerto,has_puerto_fronterizo,has_aeropuerto,has_aeropuerto_internacional,has_estacion_ferrocarril,has_terminal_multimodal,has_zona_industrial,has_atractivo_turistico,has_hotel,has_tourism,dist_gasproc_cent,nearest_gasproc_cent,n_gasproc_25km_cent,n_gasproc_50km_cent,n_gasproc_100km_cent,dist_maritime_cent,nearest_maritime_cent,n_maritime_25km_cent,n_maritime_50km_cent,n_maritime_100km_cent,dist_petrochem_cent,nearest_petrochem_cent,n_petrochem_25km_cent,n_petrochem_50km_cent,n_petrochem_100km_cent,dist_refinery_cent,nearest_refinery_cent,n_refinery_25km_cent,n_refinery_50km_cent,n_refinery_100km_cent,dist_storage_cent,nearest_storage_cent,n_storage_25km_cent,n_storage_50km_cent,n_storage_100km_cent,dist_any_cent,n_any_25km_cent,n_any_50km_cent,n_any_100km_cent,dist_gasproc_edge,nearest_gasproc_edge,n_gasproc_25km_edge,n_gasproc_50km_edge,n_gasproc_100km_edge,dist_maritime_edge,nearest_maritime_edge,n_maritime_25km_edge,n_maritime_50km_edge,n_maritime_100km_edge,dist_petrochem_edge,nearest_petrochem_edge,n_petrochem_25km_edge,n_petrochem_50km_edge,n_petrochem_100km_edge,dist_refinery_edge,nearest_refinery_edge,n_refinery_25km_edge,n_refinery_50km_edge,n_refinery_100km_edge,dist_storage_edge,nearest_storage_edge,n_storage_25km_edge,n_storage_50km_edge,n_storage_100km_edge,dist_any_edge,n_any_25km_edge,n_any_50km_edge,n_any_100km_edge,n_hosted,hosts_any,km_ferrocarril_total,km_ferrocarril_operacion,km_ferrocarril_sin_uso,km_ferrocarril_carga,km_ferrocarril_pasajeros,km_ferrocarril_carga_pasajeros,km_ferrocarril_inactivo,km_ferromex,km_kcs_mexico,km_ferrosur,km_tren_maya,km_istmo_tehuantepec,km_coahuila_durango,km_ferrorvalle,km_tijuana_tecate,km_jalisco,km_mexico_toluca,km_ferrocarril_suburbano,km_puebla,km_sin_concesion,has_ferrocarril,has_ferrocarril_operacion,has_ferrocarril_carga,has_ferrocarril_pasajeros,has_ferrocarril_carga_pasajeros
20497,Santiago Yaitepec,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,46.8524520228997,0,0.0060212013431761,0,159,0,7.86884500219444,0,954,0,4233,0,0.225366876310273,0,0.984276729559748,0,0.983228511530398,0,0.852201257861635,0,0.140461215932914,0,0.0922431865828092,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1.52747412823638,0.0,19.8605877764386,0.133969996848798,5.86652063775268,27.3885525392764,1,0,0,1,0,1,0,0,2.0,0,0.0,1,0.0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.415694074985,CPG Matapionche,0,0,0,218.962346733535,TM Salina Cruz,0,0,0,343.077719586278,CP Cosoleacaque,0,0,0,219.877305485713,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,109.456798523119,TAR Oaxaca,0,0,0,109.456798523119,0,0,0,310.606635474952,CPG Matapionche,0,0,0,214.813033878818,TM Salina Cruz,0,0,0,338.723865020074,CP Cosoleacaque,0,0,0,215.743150544012,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,104.611637221131,TAR Oaxaca,0,0,0,104.611637221131,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20498,Santiago Yaveo,2.0,0.0,,3457.1111111111113,0,1.0,0,12.066666666666666,0,77.35555555555555,0,0.5333333333333333,0,7.277777777777778,0,0.8999999999999999,0,1.2666666666666666,0,0.3222222222222222,0,0.1444444444444444,0,0.1333333333333333,0,89.42222222222222,0,0.5333333333333333,0,10.044444444444444,0,47.5112566808134,0,0.0105616441721522,0,97,0,9.07763385302713,0,2069,0,7593,0,0.145964233929435,0,0.96906718221363,0,0.535041082648622,0,0.857902368293862,0,0.145964233929435,0,0.117448042532624,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,19.0830036596281,0.895095707666014,0.0,491.079433701717,13.5388028656526,5.9070488264109,530.683226135203,2,0,0,1,0,1,0,0,2.0,0,0.0,1,0.0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.031414483571,CPG Area Coatzacoalcos,0,0,0,136.494680153289,TM Pajaritos,0,0,0,108.679317039662,CP Cosoleacaque,0,0,0,113.785515622647,Refineria Gral. Lazaro Cardenas (Minatitlan),0,0,0,113.580440152924,TAR Minatitlan,0,0,0,108.679317039662,0,0,0,96.1910663084034,CPG Area Coatzacoalcos,0,0,1,97.6559523172428,TM Pajaritos,0,0,1,69.8738959268809,CP Cosoleacaque,0,0,2,75.0762578484027,Refineria Gral. Lazaro Cardenas (Minatitlan),0,0,1,74.8463001546366,TAR Minatitlan,0,0,2,69.8738959268809,0,0,7,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20499,Santiago Yolomécatl,0.0,0.0,,2657.0,0,1.0,0,2.53,0,76.09,0,2.3899999999999997,0,11.9,0,2.18,0,3.02,0,1.3,0,0.24,0,0.35,0,78.62,0,2.3899999999999997,0,18.99,0,55.648676519915,0,0.0353977119685453,0,87,0,10.7048503589439,0,538,0,1922,0,0.0483271375464684,0,0.996282527881041,0,0.964684014869889,0,0.931226765799256,0,0.070631970260223,0,0.0817843866171004,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,7.61818105235104,8.42477985611493,0.0,16.5053851225093,0.064148739926453,4.2357117349927,36.9829283985839,1,0,0,1,0,1,0,0,1.0,0,70.0,0,2.0,0,1250,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.18901088708,CPG Matapionche,0,0,0,245.231045187359,TM Veracruz,0,0,0,218.843148372497,CP Independencia,0,0,0,291.862148037866,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,101.59598904561,TAR Oaxaca,0,0,0,101.59598904561,0,0,0,211.155681437391,CPG Matapionche,0,0,0,241.442811910637,TM Veracruz,0,0,0,213.401449048526,CP Independencia,0,0,0,286.494179513269,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,96.1989651832456,TAR Oaxaca,0,0,1,96.1989651832456,0,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20500,Santiago Yosondúa,2.9999999999999996,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,51.0794466846879,0,0.0377509638562967,0,184,0,8.44567001164442,0,2408,0,7991,0,0.260382059800664,0,0.957225913621262,0,0.932724252491694,0,0.821013289036545,0,0.177740863787375,0,0.0498338870431894,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,20.3557226168773,0.0,169.53617056745,1.38008725333537,14.7079460552649,205.979926492928,5,0,0,1,0,1,0,0,1.0,0,18.0,0,1.0,0,730,0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,1,266.131437407729,CPG Matapionche,0,0,0,261.120996487804,TM Salina Cruz,0,0,0,284.19025267159,CP Independencia,0,0,0,261.422851713197,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,89.6064253367962,TAR Oaxaca,0,0,1,89.6064253367962,0,0,1,256.531264928861,CPG Matapionche,0,0,0,243.556078204253,TM Salina Cruz,0,0,0,270.731397499497,CP Independencia,0,0,0,243.834825926474,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,73.6503260985068,TAR Oaxaca,0,0,1,73.6503260985068,0,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20501,Santiago Yucuyachi,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,52.5539267132105,0,0.0028995652150731,0,138,0,9.31874708790648,0,327,0,998,0,0.0428134556574924,0,0.990825688073395,0,0.996941896024465,0,0.926605504587156,0,0.073394495412844,0,0.0672782874617737,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,11.7234598827851,0.0,3.7526663370752,0.0,3.46494513737606,19.03034361073,1,0,0,1,0,1,0,0,2.0,0,0.0,1,0.0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.426294691328,CPG Matapionche,0,0,0,282.146687302982,TM Veracruz,0,0,0,184.436143386325,CP Independencia,0,0,0,290.961702634017,Refineria Miguel Hidalgo (Tula),0,0,0,152.969496199711,TAR Cuautla,0,0,0,152.969496199711,0,0,0,252.596131382771,CPG Matapionche,0,0,0,276.552732302227,TM Veracruz,0,0,0,181.171854894317,CP Independencia,0,0,0,286.717592406844,Refineria Miguel Hidalgo (Tula),0,0,0,148.374409884793,TAR Cuautla,0,0,0,148.374409884793,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20502,Santiago Zacatepec,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,45.7940075417243,0,0.0193085949080035,0,180,0,7.33071357590124,0,1411,0,5089,0,0.226789510985117,0,0.94826364280652,0,0.916371367824238,0,0.508150248051028,0,0.487597448618001,0,0.0644932671863926,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,14.8734335926122,0.0,55.5489790216899,6.00937388184571,6.04468356945579,82.4764700656036,6,0,0,1,0,1,0,0,1.0,0,42.0,0,1.0,0,550,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.315438068719,CPG Matapionche,0,0,0,135.655171337288,TM Salina Cruz,0,0,0,161.993137901655,CP Cosoleacaque,0,0,0,134.416198681577,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,90.2251923492451,TAR Oaxaca,0,0,1,90.2251923492451,0,0,1,176.797663473529,CPG Matapionche,0,0,0,127.171678856411,TM Salina Cruz,0,0,0,151.234528102519,CP Cosoleacaque,0,0,0,125.890862569868,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,80.0178409056996,TAR Oaxaca,0,0,1,80.0178409056996,0,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20503,Santiago Zoochila,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,55.0567640353756,0,0.0083419104325176,0,129,0,9.97542082530216,0,124,0,425,0,0.0161290322580645,0,1.0,0,1.0,0,0.92741935483871,0,0.0725806451612903,0,0.0161290322580645,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,12.3124591782009,0.0,3.36740016077433,17.6664793598259,2,0,0,1,0,1,0,0,1.0,0,100.0,0,2.0,0,111,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.169485995363,CPG Matapionche,0,0,0,161.903808732343,TM Salina Cruz,0,0,0,194.687565726763,CP Cosoleacaque,0,0,0,161.066972624314,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,52.8973214245493,TAR Oaxaca,0,0,1,52.8973214245493,0,0,1,179.952685473992,CPG Matapionche,0,0,0,159.598647480566,TM Salina Cruz,0,0,0,193.038824554649,CP Cosoleacaque,0,0,0,158.770467342977,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,51.3867493731696,TAR Oaxaca,0,0,1,51.3867493731696,0,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20504,Nuevo Zoquiápam,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,53.671572928247,0,0.0074973034935223,0,69,0,10.309187537528,0,403,0,1590,0,0.0595533498759305,0,0.987593052109181,0,0.990074441687345,0,0.692307692307692,0,0.297766749379653,0,0.0124069478908189,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,2.00478846330945,0.0,39.3944116234737,0.0,2.15601815955283,43.7888846476303,1,0,0,1,0,1,0,0,1.0,0,78.0,0,2.0,0,500,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.334185799758,CPG Matapionche,0,0,0,196.834259450355,TM Salina Cruz,0,0,0,231.263466076379,CP Cosoleacaque,0,0,0,196.294110396935,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,23.7080330874302,TAR Oaxaca,1,1,1,23.7080330874302,1,1,1,176.619027843491,CPG Matapionche,0,0,0,191.481066114539,TM Salina Cruz,0,0,0,223.739205969122,CP Cosoleacaque,0,0,0,190.992081847986,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,14.4574830282383,TAR Oaxaca,1,1,1,14.4574830282383,1,1,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20505,Santo Domingo Ingenio,1.0,0.0,1909.714286,4673.0,0,1.0,0,3.5,0,64.6,0,4.3,0,5.8,0,2.0,0,9.5,0,4.0,0,5.9,0,0.4,0,68.1,0,4.3,0,27.6,0,56.2139112768298,0,0.0603426097813707,0,88,0,10.88120789865,0,2470,0,7681,0,0.0384615384615385,0,1.00242914979757,0,0.975708502024291,0,0.993522267206478,0,0.0178137651821862,0,0.110121457489879,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,13.4348292776264,4.75444438637591,0.0,24.7335810182492,0.0,6.56299539214232,56.4151867403542,5,0,0,1,0,1,0,0,1.0,0,80.0,0,2.0,0,1500,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.231163452825,CPG Area Coatzacoalcos,0,0,0,67.6399826908711,TM Salina Cruz,0,0,1,156.765272260718,CP Cosoleacaque,0,0,0,65.5059645335285,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,1,67.6561315283289,TAR Salina Cruz,0,0,1,65.5059645335285,0,0,3,166.461218746121,CPG Area Coatzacoalcos,0,0,0,56.6184468500415,TM Salina Cruz,0,0,1,148.984844119857,CP Cosoleacaque,0,0,0,54.4684195794002,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,1,56.6233993940237,TAR Salina Cruz,0,0,1,54.4684195794002,0,0,3,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20506,Santo Domingo Albarradas,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,53.177916491188,0,0.0116000094391541,0,85,0,10.1220750387989,0,228,0,798,0,0.131578947368421,0,1.00877192982456,0,1.01315789473684,0,0.87280701754386,0,0.144736842105263,0,0.0219298245614035,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,23.250195223925,0.30412142036297,3.1549312563823,26.7092479006702,2,0,0,1,0,1,0,0,1.0,0,90.0,0,2.0,0,320,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.878382898073,CPG Matapionche,0,0,0,147.741258558646,TM Salina Cruz,0,0,0,198.601755491898,CP Cosoleacaque,0,0,0,147.02518153275,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,54.3406226750312,TAR Oaxaca,0,0,1,54.3406226750312,0,0,1,192.936639909862,CPG Matapionche,0,0,0,143.374783763624,TM Salina Cruz,0,0,0,193.722109423344,CP Cosoleacaque,0,0,0,142.735525446218,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,50.340436879947,TAR Oaxaca,0,0,1,50.340436879947,0,0,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20507,Santo Domingo Armenta,0.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,50.7852211460312,0,0.0178737407047729,0,105,0,9.38754574068412,0,934,0,3155,0,0.0738758029978587,0,0.962526766595289,0,0.981798715203426,0,0.880085653104925,0,0.116702355460385,0,0.146680942184154,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,8.33717040695818,0.0,19.1212603174477,3.76911786959127,23.2591025678863,56.95169770735,1,0,0,1,0,1,0,0,1.0,0,80.0,0,2.0,0,880,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.627375964121,CPG Matapionche,0,0,0,340.02280361648,TM Salina Cruz,0,0,0,325.575624829737,CP Independencia,0,0,0,340.857348521046,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,193.446658674687,TAR Oaxaca,0,0,0,193.446658674687,0,0,0,356.820280628338,CPG Matapionche,0,0,0,334.248242465552,TM Salina Cruz,0,0,0,315.075095725529,CP Independencia,0,0,0,335.063137279124,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,185.742227398193,TAR Oaxaca,0,0,0,185.742227398193,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20508,Santo Domingo Chihuitán,1.0,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,55.1514138561123,0,0.0140765706812785,0,78,0,10.7279233494763,0,543,0,1618,0,0.0313075506445672,0,0.961325966850829,0,0.957642725598527,0,0.941068139963168,0,0.0386740331491713,0,0.16390423572744,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,4.93144194842639,0.0,20.4625575331962,0.0296644065977857,3.10478694576957,29.0659525299386,1,0,0,1,0,1,0,0,2.0,0,0.0,1,0.0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.159459481678,CPG Area Coatzacoalcos,0,0,0,51.668730025628,TM Salina Cruz,0,0,1,162.197292095392,CP Cosoleacaque,0,0,0,49.5258795744916,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,1,1,51.2471485390794,TAR Salina Cruz,0,0,1,49.5258795744916,0,1,3,176.704363329511,CPG Area Coatzacoalcos,0,0,0,42.6463954705151,TM Salina Cruz,0,1,1,153.546348763256,CP Cosoleacaque,0,0,0,40.4662910050117,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,1,1,42.2461597267239,TAR Salina Cruz,0,1,1,40.4662910050117,0,3,3,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20509,Santo Domingo de Morelos,3.999999999999985,0.0,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,47.1044270182945,0,0.0205746227331645,0,138,0,8.32023955313749,0,2484,0,11384,0,0.200080515297907,0,0.973832528180354,0,0.739533011272142,0,0.798711755233494,0,0.201288244766506,0,0.0946054750402577,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.998958364523167,0.0,76.5476478419792,0.0,6.01642609354306,83.9243926268091,1,0,0,1,0,1,0,0,1.0,0,28.0,0,2.0,0,412,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.041257149156,CPG Matapionche,0,0,0,158.76016657914,TM Salina Cruz,0,0,0,322.538449747705,CP Cosoleacaque,0,0,0,160.190351342624,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,136.346165979447,TAR Oaxaca,0,0,0,136.346165979447,0,0,0,331.712297319315,CPG Matapionche,0,0,0,152.410367995416,TM Salina Cruz,0,0,0,315.692811980218,CP Cosoleacaque,0,0,0,153.807228459143,Refineria Ing. Antonio Dovali Jaime (Salina Cruz),0,0,0,128.82865149903,TAR Oaxaca,0,0,0,128.82865149903,0,0,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
