CVEGEO,NOMGEO,homicidio_doloso_2025,robo_veh_violencia_2025,n_inseguro_popw,tdpa_avg,no_tdpa_avg,punto_generador_count,no_punto_generador_count,m_avg,no_m_avg,a_avg,no_a_avg,b_avg,no_b_avg,c2_avg,no_c2_avg,c3_avg,no_c3_avg,t3s2_avg,no_t3s2_avg,t3s3_avg,no_t3s3_avg,t3s2r4_avg,no_t3s2r4_avg,otros_avg,no_otros_avg,aa_avg,no_aa_avg,bb_avg,no_bb_avg,cc_avg,no_cc_avg,IM_2020,no_IM_2020,IE,no_IE,TCVCU,no_TCVCU,ICE,no_ICE,VIVPAR_HAB,no_VIVPAR_HAB,POBTOT,no_POBTOT,pct_VPH_SINTIC,no_pct_VPH_SINTIC,pct_VPH_C_ELEC,no_pct_VPH_C_ELEC,pct_VPH_AGUADV,no_pct_VPH_AGUADV,pct_VPH_PISODT,no_pct_VPH_PISODT,pct_VPH_PISOTI,no_pct_VPH_PISOTI,pct_VPH_1CUART,no_pct_VPH_1CUART,n_schools_avg,no_n_schools_avg,pct_con_bebederos,no_pct_con_bebederos,pct_con_proteccion_civil,no_pct_con_proteccion_civil,pct_con_cancha,no_pct_con_cancha,avg_anio_creacion,no_avg_anio_creacion,km_carretera_fed,km_carretera_est,km_cuota,km_camino,km_vereda,km_vialidad_urbana,km_total,n_federal_offices,no_n_federal_offices,n_aerodromes,no_n_aerodromes,n_heliports,no_n_heliports,has_aerodrome,has_heliport,serv_dre,no_serv_dre,dren_cab,no_dren_cab,dren_plu,no_dren_plu,tot_conx,no_tot_conx,prest_nu,no_prest_nu,n_sites_total,n_aduana,n_puerto,n_puerto_fronterizo,n_terminal_multimodal,n_estacion_ferrocarril,n_zona_industrial,n_almacen,n_zona_libre,n_aeropuerto,n_aeropuerto_internacional,n_pista_aerea,n_muelle_embarcadero,n_terminal_transbordador,n_central_camionera,n_estacion_pesaje,n_caseta_inspeccion,n_estacion_combustible,n_estacion_policia,n_oficina_gobierno,n_palacio_gobierno,n_palacio_justicia,n_estacion_bomberos,n_hospital,n_emergencia_medica,n_primeros_auxilios,n_universidad,n_centro_investigacion,n_atractivo_turistico,n_hotel_motel,n_museo,n_monumento_historico,n_centro_cultural,n_centro_convenciones,n_lugar_esparcimiento,n_mirador,n_parque_diversiones,n_parque_animal,n_campo_golf,n_restaurante,n_balneario,n_ex_hacienda,n_presa_turistica,n_area_natural_protegida,n_zona_arqueologica,n_lago_laguna,n_cascada,n_pueblo_magico,n_cenote,n_gruta,n_ruinas,n_teleferico_funicular,n_museo_historia,n_museo_arte,n_museo_ciencia,n_museo_ninos,n_turismo_historico,n_turismo_natural,n_turismo_cultural,n_turismo_recreativo,n_turismo_total,has_aduana,has_puerto,has_puerto_fronterizo,has_aeropuerto,has_aeropuerto_internacional,has_estacion_ferrocarril,has_terminal_multimodal,has_zona_industrial,has_atractivo_turistico,has_hotel,has_tourism,dist_gasproc_cent,nearest_gasproc_cent,n_gasproc_25km_cent,n_gasproc_50km_cent,n_gasproc_100km_cent,dist_maritime_cent,nearest_maritime_cent,n_maritime_25km_cent,n_maritime_50km_cent,n_maritime_100km_cent,dist_petrochem_cent,nearest_petrochem_cent,n_petrochem_25km_cent,n_petrochem_50km_cent,n_petrochem_100km_cent,dist_refinery_cent,nearest_refinery_cent,n_refinery_25km_cent,n_refinery_50km_cent,n_refinery_100km_cent,dist_storage_cent,nearest_storage_cent,n_storage_25km_cent,n_storage_50km_cent,n_storage_100km_cent,dist_any_cent,n_any_25km_cent,n_any_50km_cent,n_any_100km_cent,dist_gasproc_edge,nearest_gasproc_edge,n_gasproc_25km_edge,n_gasproc_50km_edge,n_gasproc_100km_edge,dist_maritime_edge,nearest_maritime_edge,n_maritime_25km_edge,n_maritime_50km_edge,n_maritime_100km_edge,dist_petrochem_edge,nearest_petrochem_edge,n_petrochem_25km_edge,n_petrochem_50km_edge,n_petrochem_100km_edge,dist_refinery_edge,nearest_refinery_edge,n_refinery_25km_edge,n_refinery_50km_edge,n_refinery_100km_edge,dist_storage_edge,nearest_storage_edge,n_storage_25km_edge,n_storage_50km_edge,n_storage_100km_edge,dist_any_edge,n_any_25km_edge,n_any_50km_edge,n_any_100km_edge,n_hosted,hosts_any,km_ferrocarril_total,km_ferrocarril_operacion,km_ferrocarril_sin_uso,km_ferrocarril_carga,km_ferrocarril_pasajeros,km_ferrocarril_carga_pasajeros,km_ferrocarril_inactivo,km_ferromex,km_kcs_mexico,km_ferrosur,km_tren_maya,km_istmo_tehuantepec,km_coahuila_durango,km_ferrorvalle,km_tijuana_tecate,km_jalisco,km_mexico_toluca,km_ferrocarril_suburbano,km_puebla,km_sin_concesion,has_ferrocarril,has_ferrocarril_operacion,has_ferrocarril_carga,has_ferrocarril_pasajeros,has_ferrocarril_carga_pasajeros
11015,Guanajuato,25.999999999999975,20.99999999999998,100957.5658,16107.475,0,8.0,0,2.38625,0,87.271875,0,1.399375,0,6.314375,0,0.6025,0,0.971875,0,0.66875,0,0.15125,0,0.2337499999999999,0,89.658125,0,1.399375,0,8.942499999999999,0,58.5616972804428,0,1.99391240370498,0,26,0,14.1980888002122,0,49788,0,194500,0,0.0126335663212019,0,1.03079055194023,0,0.9970474813208,0,1.0203060978549,0,0.0156262553225677,0,0.0366955892986262,0,1.5,0,0.5,0,0.0,0,0.75,0,1985.5,0,57.5293145835445,116.077988201403,11.3273139592241,471.207259023472,8.16656782583227,117.988661419018,812.40815573587,60,0,0,0,1,0,0,1,1.0,0,86.0,0,2.0,0,46136,0,23.0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,3,0,0,8,0,2,0,10,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,1,0,0,2,13,3,18,0,0,0,0,0,0,0,0,1,0,1,376.236965954089,CPG Arenque,0,0,0,353.824804254412,TM Lazaro Cardenas,0,0,0,349.754232826417,CP Independencia,0,0,0,48.7352681699504,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,40.1321862594741,TAR Irapuato,0,3,5,40.1321862594741,0,4,6,358.508748216599,CPG Arenque,0,0,0,331.486770248516,TM Lazaro Cardenas,0,0,0,327.756254701302,CP Independencia,0,0,0,27.279689677743,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,18.0939680142427,TAR Irapuato,1,4,5,18.0939680142427,1,5,6,0,False,4.902726,4.902726,0.0,4.902726,0.0,0.0,0.0,4.902726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
11016,Huanímaro,2.9999999999999996,2.9999999999999996,6716.693267,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,56.1618594066586,0,0.134426731254494,0,29,0,11.6076741927468,0,5269,0,21128,0,0.0182197760485861,0,1.01480356803948,0,1.01309546403492,0,1.0125260960334,0,0.0064528373505409,0,0.030745872081989,0,1.0,0,0.0,0,0.0,0,1.0,0,1991.0,0,0.0,33.0471033847572,0.0,19.938876041165,0.105374854318917,7.97174349782676,101.658537978785,1,0,0,1,0,1,0,0,1.0,0,80.0,0,1.0,0,2697,0,28.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,421.77805471138,CPG Poza Rica,0,0,0,277.362603770491,TM Lazaro Cardenas,0,0,0,342.043194202691,CP Independencia,0,0,0,40.2334391533525,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,36.810050722339,TAR Irapuato,0,2,6,36.810050722339,0,3,7,412.605470901766,CPG Poza Rica,0,0,0,270.6456466322,TM Lazaro Cardenas,0,0,0,334.265250061232,CP Independencia,0,0,0,31.8744105667634,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,29.955637503154,TAR Irapuato,0,2,6,29.955637503154,0,3,7,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11017,Irapuato,235.99999999999983,200.99999999999991,369417.1824,16403.98676748582,0,17.0,0,2.1468809073724007,0,72.96748582230624,0,3.1514177693761813,0,8.612098298676749,0,2.9349716446124763,0,6.275614366729679,0,1.6224952741020793,0,1.835538752362949,0,0.4534971644612476,0,75.11436672967864,0,3.1514177693761813,0,21.73421550094518,0,58.7609194025885,0,3.86005579148337,0,4,0,16.3105314831732,0,150351,0,592953,0,0.0115130594409083,0,1.00750909538347,0,0.995191252469222,0,0.990116460815026,0,0.0191817812984283,0,0.0283802568656012,0,12.0,0,0.30952380952381,0,0.0714285714285714,0,0.785714285714286,0,1979.57142857143,0,197.543484673532,78.9261712709062,78.7452704788727,554.683194680563,0.966088250851874,1319.9933466033,2400.28790736866,111,0,1,0,0,0,1,0,1.0,0,74.45,0,1.0,0,137012,0,1.0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,1,0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,403.001604212515,CPG Arenque,0,0,0,316.271880030955,TM Lazaro Cardenas,0,0,0,344.101083766356,CP Independencia,0,0,0,23.2904413780177,Refineria Ing. Antonio M. Amor (Salamanca),1,1,1,3.75638999788433,TAR Irapuato,2,2,4,3.75638999788433,3,3,5,374.66576454659,CPG Arenque,0,0,0,292.497550670775,TM Lazaro Cardenas,0,0,0,329.318413340961,CP Independencia,0,0,0,8.50266291884942,Refineria Ing. Antonio M. Amor (Salamanca),1,1,1,0.0,TAR Irapuato,2,4,6,0.0,3,5,7,1,True,51.014873,51.014873,0.0,51.014873,0.0,0.0,0.0,51.014873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
11018,Jaral del Progreso,25.999999999999975,21.99999999999999,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,56.9345416463024,0,0.282738646621793,0,20,0,12.066110780989,0,9992,0,38782,0,0.016613290632506,0,0.99519615692554,0,0.992493995196157,0,0.975180144115292,0,0.0233186549239392,0,0.0324259407526021,0,1.0,0,1.0,0,0.0,0,1.0,0,1978.0,0,0.0,32.9650646833037,0.0,70.6723501727277,0.0,95.2507591463322,231.283193501237,19,0,0,1,0,1,0,0,1.0,0,76.8,0,1.0,0,8402,0,1.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,375.541353571044,CPG Poza Rica,0,0,0,292.073471629173,TM Lazaro Cardenas,0,0,0,298.562524689893,CP Independencia,0,0,0,27.8278839978199,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,27.2860492506242,TAR Salamanca,0,3,5,27.2860492506242,0,4,6,367.85890763169,CPG Poza Rica,0,0,0,283.852164173842,TM Lazaro Cardenas,0,0,0,289.665560907613,CP Independencia,0,0,0,17.9993968363131,Refineria Ing. Antonio M. Amor (Salamanca),1,1,1,17.4769543169065,TAR Salamanca,2,3,6,17.4769543169065,3,4,7,0,False,4.921586,0.0,4.921586,0.0,0.0,0.0,4.921586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921586,1,0,0,0,0
11019,Jerécuaro,8.999999999999984,0.0,30158.29256,2912.8,0,1.0,0,3.19,0,83.28,0,1.83,0,8.84,0,0.88,0,1.14,0,0.7,0,0.07,0,0.07,0,86.47,0,1.83,0,11.7,0,53.9809899283802,0,0.198543583832706,0,41,0,11.0959447636317,0,13742,0,49517,0,0.0269247562218018,0,0.988575171008587,0,0.971110464270121,0,0.981734827536021,0,0.0191384078009023,0,0.0355115703682142,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,25.3429645473429,101.646720821682,0.0,287.072443345006,0.788602081221285,30.8398302198884,538.919828029979,18,0,0,1,0,1,0,0,1.0,0,85.0,0,2.0,0,2857,0,8.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,320.796046801164,CPG Poza Rica,0,0,0,304.813252974753,TM Lazaro Cardenas,0,0,0,239.422592620465,CP Independencia,0,0,0,81.9970731189892,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,45.0917587753609,TAR Queretaro,0,2,4,45.0917587753609,0,2,5,304.54224259143,CPG Poza Rica,0,0,0,287.410542971699,TM Lazaro Cardenas,0,0,0,216.624166832975,CP Independencia,0,0,0,58.9468689703853,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,23.0630956866747,TAR Queretaro,2,2,5,23.0630956866747,2,2,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11020,León,415.9999999999999,147.99999999999983,1013622.886,14261.280918727914,0,19.0,0,2.0478798586572435,0,74.93833922261484,0,3.3545936395759717,0,7.6742049469964675,0,2.5871024734982333,0,5.192932862190812,0,1.382155477031802,0,2.238339222614841,0,0.584452296819788,0,76.98621908127208,0,3.3545936395759717,0,19.659187279151944,0,59.0793372109962,0,11.601073138311,0,2,0,24.1539395750082,0,424372,0,1721215,0,0.0056200691845833,0,1.03175280178711,0,0.996877739341898,0,1.019405144543,0,0.0140560640193038,0,0.0216531722168286,0,16.0,0,0.57051282051282,0,0.141025641025641,0,0.826923076923077,0,1996.09615384615,0,110.210666609947,158.398888649596,85.2979668823875,701.006300950502,0.922063054383745,1563.57862225031,2717.27128744239,99,0,0,0,2,0,0,1,1.0,0,98.0,0,1.0,0,483571,0,1.0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177,1,2,0,0,0,8,0,0,8,0,1,0,2,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,10,0,0,0,0,0,0,0,0,1,0,1,409.533757100563,CPG Arenque,0,0,0,356.344581383634,TM Lazaro Cardenas,0,0,0,389.784327194836,CP Independencia,0,0,0,75.3861038356603,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,5.99562995419191,TAR Leon,1,1,3,5.99562995419191,1,1,4,383.205885716993,CPG Arenque,0,0,0,326.90837796898,TM Lazaro Cardenas,0,0,0,370.073150139301,CP Independencia,0,0,0,53.6174071378563,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,0.0,TAR Leon,1,2,5,0.0,1,2,6,1,True,27.477296,27.477296,0.0,27.477296,0.0,0.0,0.0,27.477296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
11021,Moroleón,1.0,2.9999999999999996,24510.80108,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,58.3975353685313,0,0.675467755988282,0,21,0,12.7638749405357,0,14163,0,47261,0,0.006919437972181,0,1.00508366871426,0,1.00204758878769,0,0.99985878698016,0,0.0068488314622608,0,0.0139800889642025,0,2.0,0,0.5,0,0.5,0,1.0,0,1979.5,0,0.0,26.9319757326402,0.0,6.78556290687229,0.0,24.2452798202405,89.8144517907906,5,0,0,1,0,1,0,0,1.0,0,99.4,0,1.0,0,18329,0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.553382072606,CPG Poza Rica,0,0,0,256.348641624186,TM Lazaro Cardenas,0,0,0,307.091661666909,CP Independencia,0,0,0,54.9383201685903,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,42.7642270061555,TAR Morelia,0,1,4,42.7642270061555,0,1,5,390.488692585513,CPG Poza Rica,0,0,0,249.135704784811,TM Lazaro Cardenas,0,0,0,297.291258376132,CP Independencia,0,0,0,46.5235189315323,Refineria Ing. Antonio M. Amor (Salamanca),0,1,1,33.9194469040829,TAR Morelia,0,2,5,33.9194469040829,0,3,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,11,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,12,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,16,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,1,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,12,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11022,Ocampo,5.0,5.999999999999978,,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,54.7694574195741,0,0.250817007419088,0,51,0,11.1702558881778,0,6121,0,26383,0,0.0210749877471001,0,0.984479660186244,0,0.958993628492076,0,0.969449436366607,0,0.0318575396177095,0,0.0267930076784839,0,2.0,0,0.5,0,0.5,0,1.0,0,1984.5,0,53.726196741269,52.2728138594141,22.8362581063468,342.597567726587,0.0,59.8132515010129,571.296082583819,10,0,0,1,0,1,0,0,1.0,0,87.0,0,2.0,0,7983,0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,381.389802375371,CPG Arenque,0,0,0,405.009987543017,TM Manzanillo,0,0,0,405.610435687976,CP Independencia,0,0,0,114.238302919668,Refineria Ing. Antonio M. Amor (Salamanca),0,0,0,54.9367434903478,TAR Leon,0,0,3,54.9367434903478,0,0,3,363.875072444975,CPG Arenque,0,0,0,385.53183859136,TM Manzanillo,0,0,0,382.374803689193,CP Independencia,0,0,0,92.2730180291806,Refineria Ing. Antonio M. Amor (Salamanca),0,0,1,33.8878503295227,TAR Leon,0,1,5,33.8878503295227,0,1,6,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
